,testAccuracy,layerForm,dropoutFn,nstart,nlayers,valAccuracy,learningrate,dR,activationFn
80,0.5,cone,<function dropout at 0x7fd54f753a60>,512,16,0.6000000238418579,10.0,0.0,3
81,0.5,cone,<function dropout at 0x7fd54f753a60>,512,16,0.6000000238418579,10.0,0.5,3
82,0.5,cone,<function dropout at 0x7fd54f753a60>,512,16,0.4666666880249977,1.0,0.0,3
83,0.5,cone,<function dropout at 0x7fd54f753a60>,512,16,0.6000000238418579,1.0,0.5,3
84,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,512,16,0.7200000584125519,0.1,0.0,3
85,0.5,cone,<function dropout at 0x7fd54f753a60>,512,16,0.6000000238418579,0.1,0.5,3
86,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,512,16,0.7733334004878999,0.01,0.0,3
87,0.4285714328289032,cone,<function dropout at 0x7fd54f753a60>,512,16,0.4533333994448185,0.01,0.5,3
88,0.5,cone,<function dropout at 0x7fd54f753a60>,512,32,0.38666668236255647,10.0,0.0,3
89,0.5,cone,<function dropout at 0x7fd54f753a60>,512,32,0.6000000238418579,10.0,0.5,3
90,0.5,cone,<function dropout at 0x7fd54f753a60>,512,32,0.6000000238418579,1.0,0.0,3
91,0.5,cone,<function dropout at 0x7fd54f753a60>,512,32,0.6000000238418579,1.0,0.5,3
92,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,512,32,0.693333387374878,0.1,0.0,3
93,0.5,cone,<function dropout at 0x7fd54f753a60>,512,32,0.6000000238418579,0.1,0.5,3
94,0.3928571343421936,cone,<function dropout at 0x7fd54f753a60>,512,32,0.4666666984558105,0.01,0.0,3
95,0.5,cone,<function dropout at 0x7fd54f753a60>,512,32,0.6000000238418579,0.01,0.5,3
96,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.6000000238418579,10.0,0.0,3
97,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.6000000238418579,10.0,0.5,3
98,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.6066666960716248,1.0,0.0,3
99,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.6000000238418579,1.0,0.5,3
100,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.7133334040641786,0.1,0.0,3
101,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.6800000607967378,0.1,0.5,3
102,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.7333333909511566,0.01,0.0,3
103,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,2,0.6933334052562713,0.01,0.5,3
104,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.6000000238418579,10.0,0.0,3
105,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.6000000238418579,10.0,0.5,3
106,0.4642857313156128,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.07333333715796472,1.0,0.0,3
107,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.6000000238418579,1.0,0.5,3
108,0.3571428656578064,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.7400000691413879,0.1,0.0,3
109,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.6066667318344117,0.1,0.5,3
110,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.7000000715255736,0.01,0.0,3
111,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,3,0.7400000751018526,0.01,0.5,3
112,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.6000000238418579,10.0,0.0,3
113,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.6000000238418579,10.0,0.5,3
114,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.6000000238418579,1.0,0.0,3
115,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.6000000238418579,1.0,0.5,3
116,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.8333334028720856,0.1,0.0,3
117,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.5866667151451112,0.1,0.5,3
118,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.713333398103714,0.01,0.0,3
119,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,4,0.7400000214576721,0.01,0.5,3
120,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.6000000238418579,10.0,0.0,3
121,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.6000000238418579,10.0,0.5,3
122,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.6000000238418579,1.0,0.0,3
123,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.6000000238418579,1.0,0.5,3
124,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.7933334052562715,0.1,0.0,3
125,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.6000000238418579,0.1,0.5,3
126,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.7333333611488341,0.01,0.0,3
127,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,8,0.6000000238418579,0.01,0.5,3
128,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.6000000238418579,10.0,0.0,3
129,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.6000000238418579,10.0,0.5,3
130,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.6000000238418579,1.0,0.0,3
131,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.6000000238418579,1.0,0.5,3
132,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.8066667318344116,0.1,0.0,3
133,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.6000000238418579,0.1,0.5,3
134,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.7266667425632477,0.01,0.0,3
135,0.25,cone,<function dropout at 0x7fd54f753a60>,1024,16,0.6000000417232514,0.01,0.5,3
136,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.6000000238418579,10.0,0.0,3
137,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.6000000238418579,10.0,0.5,3
138,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.360000017285347,1.0,0.0,3
139,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.6000000238418579,1.0,0.5,3
140,0.4642857313156128,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.3733333766460418,0.1,0.0,3
141,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.6000000238418579,0.1,0.5,3
142,0.0357142873108387,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.6733333885669708,0.01,0.0,3
143,0.5,cone,<function dropout at 0x7fd54f753a60>,1024,32,0.6000000238418579,0.01,0.5,3
