,nstart,testAccuracy,learningrate,dropoutFn,nlayers,activationFn,valAccuracy,dR,layerForm
127,1024,0.35135138034820557,0.1,<function dropout at 0x7faed0239a60>,8,3,0.6153846383094786,0.5,cone
128,1024,0.6756757497787476,0.1,<function dropout at 0x7faed0239a60>,16,3,0.9384615659713744,0.0,cone
129,1024,0.35135138034820557,0.1,<function dropout at 0x7faed0239a60>,16,3,0.6153846383094786,0.5,cone
130,1024,0.6756757497787476,0.1,<function dropout at 0x7faed0239a60>,32,3,0.7923077642917632,0.0,cone
131,1024,0.35135138034820557,0.1,<function dropout at 0x7faed0239a60>,32,3,0.6153846383094786,0.5,cone
132,1024,0.8918919563293457,0.01,<function dropout at 0x7faed0239a60>,2,3,0.9846153974533081,0.0,cone
133,1024,0.8378379344940186,0.01,<function dropout at 0x7faed0239a60>,2,3,0.9846153974533081,0.5,cone
134,1024,0.9729729890823364,0.01,<function dropout at 0x7faed0239a60>,3,3,0.984615397453308,0.0,cone
135,1024,0.810810923576355,0.01,<function dropout at 0x7faed0239a60>,3,3,0.9384615898132322,0.5,cone
136,1024,1.0,0.01,<function dropout at 0x7faed0239a60>,4,3,0.992307698726654,0.0,cone
137,1024,0.7837837934494019,0.01,<function dropout at 0x7faed0239a60>,4,3,0.9230769872665404,0.5,cone
138,1024,0.9729729890823364,0.01,<function dropout at 0x7faed0239a60>,8,3,0.984615397453308,0.0,cone
139,1024,0.7837838530540466,0.01,<function dropout at 0x7faed0239a60>,8,3,0.9230769872665404,0.5,cone
140,1024,1.0,0.01,<function dropout at 0x7faed0239a60>,16,3,0.992307698726654,0.0,cone
141,1024,0.6756757497787476,0.01,<function dropout at 0x7faed0239a60>,16,3,0.6076923489570618,0.5,cone
142,1024,0.9729729890823364,0.01,<function dropout at 0x7faed0239a60>,32,3,0.984615397453308,0.0,cone
143,1024,0.35135138034820557,0.01,<function dropout at 0x7faed0239a60>,32,3,0.6153846383094786,0.5,cone
