,dR,dropoutFn,valAccuracy,learningrate,nstart,testAccuracy,activationFn,layerForm,nlayers
24,0.0,<function dropout at 0x7fc266982a60>,0.4307692348957061,1.0,512,0.39391303062438965,3,cone,2
25,0.0,<function dropout at 0x7fc266982a60>,0.9344231247901917,1.0,512,0.9330435991287231,3,cone,3
26,0.0,<function dropout at 0x7fc266982a60>,0.9275000333786012,1.0,512,0.9347826242446899,3,cone,4
27,0.0,<function dropout at 0x7fc266982a60>,0.5284615486860276,1.0,512,0.6060869693756104,3,cone,8
28,0.0,<function dropout at 0x7fc266982a60>,0.5711538612842559,1.0,512,0.6060869693756104,3,cone,16
29,0.0,<function dropout at 0x7fc266982a60>,0.571153849363327,1.0,512,0.6060869693756104,3,cone,32
30,0.0,<function dropout at 0x7fc266982a60>,0.5711538195610045,1.0,1024,0.6060869693756104,3,cone,2
31,0.0,<function dropout at 0x7fc266982a60>,0.5711538612842559,1.0,1024,0.6060869693756104,3,cone,3
32,0.0,<function dropout at 0x7fc266982a60>,0.42884615063667303,1.0,1024,0.39391303062438965,3,cone,4
33,0.0,<function dropout at 0x7fc266982a60>,0.5569230526685713,1.0,1024,0.6060869693756104,3,cone,8
34,0.0,<function dropout at 0x7fc266982a60>,0.6388461470603942,1.0,1024,0.7182608842849731,3,cone,16
35,0.0,<function dropout at 0x7fc266982a60>,0.5711538553237915,1.0,1024,0.6060869693756104,3,cone,32
36,0.0,<function dropout at 0x7fc266982a60>,0.9267307698726653,0.1,256,0.9330435395240784,3,cone,2
37,0.0,<function dropout at 0x7fc266982a60>,0.9273077011108397,0.1,256,0.939130425453186,3,cone,3
38,0.0,<function dropout at 0x7fc266982a60>,0.9274999976158143,0.1,256,0.9373913407325745,3,cone,4
39,0.0,<function dropout at 0x7fc266982a60>,0.9403846383094787,0.1,256,0.9443478584289551,3,cone,8
40,0.0,<function dropout at 0x7fc266982a60>,0.9250000655651093,0.1,256,0.931304395198822,3,cone,16
41,0.0,<function dropout at 0x7fc266982a60>,0.8488461434841155,0.1,256,0.8617390990257263,3,cone,32
42,0.0,<function dropout at 0x7fc266982a60>,0.929999989271164,0.1,512,0.9373913407325745,3,cone,2
43,0.0,<function dropout at 0x7fc266982a60>,0.9296153962612153,0.1,512,0.9434782862663269,3,cone,3
44,0.0,<function dropout at 0x7fc266982a60>,0.9353846669197083,0.1,512,0.945217490196228,3,cone,4
45,0.0,<function dropout at 0x7fc266982a60>,0.9176923453807831,0.1,512,0.9373913407325745,3,cone,8
46,0.0,<function dropout at 0x7fc266982a60>,0.9459615349769592,0.1,512,0.9373912811279297,3,cone,16
47,0.0,<function dropout at 0x7fc266982a60>,0.9407692790031434,0.1,512,0.9304348826408386,3,cone,32
48,0.0,<function dropout at 0x7fc266982a60>,0.9269230365753173,0.1,1024,0.9373914003372192,3,cone,2
49,0.0,<function dropout at 0x7fc266982a60>,0.9244231045246125,0.1,1024,0.9347826242446899,3,cone,3
50,0.0,<function dropout at 0x7fc266982a60>,0.927500009536743,0.1,1024,0.9434782862663269,3,cone,4
51,0.0,<function dropout at 0x7fc266982a60>,0.9432692527770995,0.1,1024,0.9313043355941772,3,cone,8
52,0.0,<function dropout at 0x7fc266982a60>,0.930769282579422,0.1,1024,0.9373913407325745,3,cone,16
53,0.0,<function dropout at 0x7fc266982a60>,0.9207692623138429,0.1,1024,0.9365217685699463,3,cone,32
54,0.0,<function dropout at 0x7fc266982a60>,0.9350000083446504,0.01,256,0.9278261661529541,3,cone,2
55,0.0,<function dropout at 0x7fc266982a60>,0.9273077070713044,0.01,256,0.9304348230361938,3,cone,3
56,0.0,<function dropout at 0x7fc266982a60>,0.92634614109993,0.01,256,0.9321739673614502,3,cone,4
57,0.0,<function dropout at 0x7fc266982a60>,0.931538438796997,0.01,256,0.9408696889877319,3,cone,8
58,0.0,<function dropout at 0x7fc266982a60>,0.9159615814685822,0.01,256,0.9278261661529541,3,cone,16
59,0.0,<function dropout at 0x7fc266982a60>,0.9296154141426087,0.01,256,0.9286956787109375,3,cone,32
60,0.0,<function dropout at 0x7fc266982a60>,0.9303846061229706,0.01,512,0.9304348230361938,3,cone,2
61,0.0,<function dropout at 0x7fc266982a60>,0.9309615373611451,0.01,512,0.9339130520820618,3,cone,3
62,0.0,<function dropout at 0x7fc266982a60>,0.9328846633434297,0.01,512,0.9339130520820618,3,cone,4
63,0.0,<function dropout at 0x7fc266982a60>,0.9230769753456116,0.01,512,0.940000057220459,3,cone,8
64,0.0,<function dropout at 0x7fc266982a60>,0.9301923334598542,0.01,512,0.9469566345214844,3,cone,16
65,0.0,<function dropout at 0x7fc266982a60>,0.9230769813060761,0.01,512,0.9373914003372192,3,cone,32
66,0.0,<function dropout at 0x7fc266982a60>,0.9323076725006104,0.01,1024,0.9408696293830872,3,cone,2
67,0.0,<function dropout at 0x7fc266982a60>,0.9296153545379637,0.01,1024,0.9304348230361938,3,cone,3
68,0.0,<function dropout at 0x7fc266982a60>,0.9313461780548096,0.01,1024,0.9373912811279297,3,cone,4
69,0.0,<function dropout at 0x7fc266982a60>,0.9336538672447204,0.01,1024,0.9426087737083435,3,cone,8
70,0.0,<function dropout at 0x7fc266982a60>,0.9359615623950958,0.01,1024,0.9373913407325745,3,cone,16
71,0.0,<function dropout at 0x7fc266982a60>,0.9234615623950958,0.01,1024,0.9295652508735657,3,cone,32
72,0.5,<function dropout at 0x7fc266982a60>,0.5711538255214691,10.0,256,0.6060869693756104,3,cone,2
73,0.5,<function dropout at 0x7fc266982a60>,0.5711538195610045,10.0,256,0.6060869693756104,3,cone,3
74,0.5,<function dropout at 0x7fc266982a60>,0.5711538434028625,10.0,256,0.6060869693756104,3,cone,4
75,0.5,<function dropout at 0x7fc266982a60>,0.5711538255214691,10.0,256,0.6060869693756104,3,cone,8
76,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,10.0,256,0.6060869693756104,3,cone,16
77,0.5,<function dropout at 0x7fc266982a60>,0.5711538314819335,10.0,256,0.6060869693756104,3,cone,32
78,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,10.0,512,0.6060869693756104,3,cone,2
79,0.5,<function dropout at 0x7fc266982a60>,0.5711538493633269,10.0,512,0.6060869693756104,3,cone,3
80,0.5,<function dropout at 0x7fc266982a60>,0.5711538374423981,10.0,512,0.6060869693756104,3,cone,4
81,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,10.0,512,0.6060869693756104,3,cone,8
82,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,10.0,512,0.6060869693756104,3,cone,16
83,0.5,<function dropout at 0x7fc266982a60>,0.5711538195610045,10.0,512,0.6060869693756104,3,cone,32
84,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,10.0,1024,0.6060869693756104,3,cone,2
85,0.5,<function dropout at 0x7fc266982a60>,0.5711538255214691,10.0,1024,0.6060869693756104,3,cone,3
86,0.5,<function dropout at 0x7fc266982a60>,0.5711538195610045,10.0,1024,0.6060869693756104,3,cone,4
87,0.5,<function dropout at 0x7fc266982a60>,0.5711538314819335,10.0,1024,0.6060869693756104,3,cone,8
88,0.5,<function dropout at 0x7fc266982a60>,0.571153861284256,10.0,1024,0.6060869693756104,3,cone,16
89,0.5,<function dropout at 0x7fc266982a60>,0.5711538374423981,10.0,1024,0.6060869693756104,3,cone,32
90,0.5,<function dropout at 0x7fc266982a60>,0.9286538422107696,1.0,256,0.939130425453186,3,cone,2
91,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,1.0,256,0.6060869693756104,3,cone,3
92,0.5,<function dropout at 0x7fc266982a60>,0.5309615284204483,1.0,256,0.39391303062438965,3,cone,4
93,0.5,<function dropout at 0x7fc266982a60>,0.5711538314819335,1.0,256,0.6060869693756104,3,cone,8
94,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,1.0,256,0.6060869693756104,3,cone,16
95,0.5,<function dropout at 0x7fc266982a60>,0.4999999910593033,1.0,256,0.6060869693756104,3,cone,32
96,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,1.0,512,0.6060869693756104,3,cone,2
97,0.5,<function dropout at 0x7fc266982a60>,0.5711538314819335,1.0,512,0.6060869693756104,3,cone,3
98,0.5,<function dropout at 0x7fc266982a60>,0.5711538314819335,1.0,512,0.6060869693756104,3,cone,4
99,0.5,<function dropout at 0x7fc266982a60>,0.571153849363327,1.0,512,0.6060869693756104,3,cone,8
100,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,1.0,512,0.6060869693756104,3,cone,16
101,0.5,<function dropout at 0x7fc266982a60>,0.5711538314819335,1.0,512,0.6060869693756104,3,cone,32
102,0.5,<function dropout at 0x7fc266982a60>,0.5711538434028625,1.0,1024,0.6060869693756104,3,cone,2
103,0.5,<function dropout at 0x7fc266982a60>,0.5711538314819335,1.0,1024,0.6060869693756104,3,cone,3
104,0.5,<function dropout at 0x7fc266982a60>,0.5711538493633269,1.0,1024,0.6060869693756104,3,cone,4
105,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,1.0,1024,0.6060869693756104,3,cone,8
106,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,1.0,1024,0.6060869693756104,3,cone,16
107,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,1.0,1024,0.6060869693756104,3,cone,32
108,0.5,<function dropout at 0x7fc266982a60>,0.9294230580329895,0.1,256,0.9243478775024414,3,cone,2
109,0.5,<function dropout at 0x7fc266982a60>,0.9328846514225007,0.1,256,0.9321739077568054,3,cone,3
110,0.5,<function dropout at 0x7fc266982a60>,0.9340384364128114,0.1,256,0.9321739673614502,3,cone,4
111,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,0.1,256,0.6060869693756104,3,cone,8
112,0.5,<function dropout at 0x7fc266982a60>,0.571153837442398,0.1,256,0.6060869693756104,3,cone,16
113,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,0.1,256,0.6060869693756104,3,cone,32
114,0.5,<function dropout at 0x7fc266982a60>,0.9328846037387849,0.1,512,0.9347826838493347,3,cone,2
115,0.5,<function dropout at 0x7fc266982a60>,0.9328845977783204,0.1,512,0.9330435395240784,3,cone,3
116,0.5,<function dropout at 0x7fc266982a60>,0.9303845942020416,0.1,512,0.9321739673614502,3,cone,4
117,0.5,<function dropout at 0x7fc266982a60>,0.9321153998374939,0.1,512,0.9330434799194336,3,cone,8
118,0.5,<function dropout at 0x7fc266982a60>,0.5711538612842559,0.1,512,0.6060869693756104,3,cone,16
119,0.5,<function dropout at 0x7fc266982a60>,0.5711538195610045,0.1,512,0.6060869693756104,3,cone,32
120,0.5,<function dropout at 0x7fc266982a60>,0.9307692050933838,0.1,1024,0.9330435395240784,3,cone,2
121,0.5,<function dropout at 0x7fc266982a60>,0.9317308008670806,0.1,1024,0.9286956787109375,3,cone,3
122,0.5,<function dropout at 0x7fc266982a60>,0.9342307567596437,0.1,1024,0.9365218281745911,3,cone,4
123,0.5,<function dropout at 0x7fc266982a60>,0.9296153962612153,0.1,1024,0.9295652508735657,3,cone,8
124,0.5,<function dropout at 0x7fc266982a60>,0.571153849363327,0.1,1024,0.6060869693756104,3,cone,16
125,0.5,<function dropout at 0x7fc266982a60>,0.5711538434028625,0.1,1024,0.6060869693756104,3,cone,32
126,0.5,<function dropout at 0x7fc266982a60>,0.9200000286102296,0.01,256,0.9147826433181763,3,cone,2
127,0.5,<function dropout at 0x7fc266982a60>,0.921153849363327,0.01,256,0.9147825837135315,3,cone,3
128,0.5,<function dropout at 0x7fc266982a60>,0.9228846311569213,0.01,256,0.9173913598060608,3,cone,4
129,0.5,<function dropout at 0x7fc266982a60>,0.6219230949878692,0.01,256,0.6556522250175476,3,cone,8
130,0.5,<function dropout at 0x7fc266982a60>,0.5713461577892304,0.01,256,0.6060869693756104,3,cone,16
131,0.5,<function dropout at 0x7fc266982a60>,0.5711538195610045,0.01,256,0.6060869693756104,3,cone,32
132,0.5,<function dropout at 0x7fc266982a60>,0.9303845882415771,0.01,512,0.9208696484565735,3,cone,2
133,0.5,<function dropout at 0x7fc266982a60>,0.9169230580329897,0.01,512,0.9165217280387878,3,cone,3
134,0.5,<function dropout at 0x7fc266982a60>,0.9271153688430788,0.01,512,0.9278261065483093,3,cone,4
135,0.5,<function dropout at 0x7fc266982a60>,0.5763461410999298,0.01,512,0.6060869693756104,3,cone,8
136,0.5,<function dropout at 0x7fc266982a60>,0.5711538195610045,0.01,512,0.6060869693756104,3,cone,16
137,0.5,<function dropout at 0x7fc266982a60>,0.5711538195610045,0.01,512,0.6060869693756104,3,cone,32
138,0.5,<function dropout at 0x7fc266982a60>,0.9307692408561706,0.01,1024,0.9286956787109375,3,cone,2
139,0.5,<function dropout at 0x7fc266982a60>,0.9248077154159546,0.01,1024,0.9226087331771851,3,cone,3
140,0.5,<function dropout at 0x7fc266982a60>,0.921538460254669,0.01,1024,0.918260931968689,3,cone,4
141,0.5,<function dropout at 0x7fc266982a60>,0.7428846597671509,0.01,1024,0.7539129853248596,3,cone,8
142,0.5,<function dropout at 0x7fc266982a60>,0.5823077082633972,0.01,1024,0.6060869693756104,3,cone,16
143,0.5,<function dropout at 0x7fc266982a60>,0.5711538434028625,0.01,1024,0.6060869693756104,3,cone,32
