,valAccuracy,activationFn,learningrate,nlayers,nstart,testAccuracy,dR,dropoutFn,layerForm
23,0.588235318660736,3,10.0,8,1024,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
24,0.588235318660736,3,10.0,16,256,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
25,0.588235318660736,3,10.0,16,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
26,0.588235318660736,3,10.0,16,512,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
27,0.588235318660736,3,10.0,16,512,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
28,0.588235318660736,3,10.0,16,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
29,0.588235318660736,3,10.0,16,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
30,0.588235318660736,3,10.0,32,256,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
31,0.588235318660736,3,10.0,32,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
32,0.588235318660736,3,10.0,32,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
33,0.588235318660736,3,10.0,32,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
34,0.588235318660736,3,10.0,32,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
35,0.588235318660736,3,10.0,32,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
36,0.4294117718935012,3,1.0,2,256,0.6226851940155029,0.0,<function dropout at 0x7f6f0e00da60>,rect
37,0.588235318660736,3,1.0,2,256,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
38,0.588235318660736,3,1.0,2,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
39,0.588235318660736,3,1.0,2,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
40,0.588235318660736,3,1.0,2,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
41,0.588235318660736,3,1.0,2,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
42,0.588235318660736,3,1.0,3,256,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
43,0.588235318660736,3,1.0,3,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
44,0.588235318660736,3,1.0,3,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
45,0.588235318660736,3,1.0,3,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
46,0.588235318660736,3,1.0,3,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
47,0.588235318660736,3,1.0,3,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
48,0.588235318660736,3,1.0,4,256,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
49,0.588235318660736,3,1.0,4,256,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
50,0.588235318660736,3,1.0,4,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
51,0.588235318660736,3,1.0,4,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
52,0.588235318660736,3,1.0,4,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
53,0.588235318660736,3,1.0,4,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
54,0.588235318660736,3,1.0,8,256,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
55,0.588235318660736,3,1.0,8,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
56,0.588235318660736,3,1.0,8,512,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
57,0.588235318660736,3,1.0,8,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
58,0.588235318660736,3,1.0,8,1024,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
59,0.588235318660736,3,1.0,8,1024,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
60,0.588235318660736,3,1.0,16,256,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
61,0.588235318660736,3,1.0,16,256,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
62,0.588235318660736,3,1.0,16,512,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
63,0.588235318660736,3,1.0,16,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
64,0.588235318660736,3,1.0,16,1024,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
65,0.588235318660736,3,1.0,16,1024,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
66,0.588235318660736,3,1.0,32,256,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
67,0.588235318660736,3,1.0,32,256,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
68,0.588235318660736,3,1.0,32,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
69,0.588235318660736,3,1.0,32,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
70,0.588235318660736,3,1.0,32,1024,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
71,0.588235318660736,3,1.0,32,1024,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
72,0.5294117808341979,3,0.1,2,256,0.4513888657093048,0.0,<function dropout at 0x7f6f0e00da60>,rect
73,0.5117647230625152,3,0.1,2,256,0.516203761100769,0.5,<function dropout at 0x7f6f0e00da60>,rect
74,0.5705882430076599,3,0.1,2,512,0.4513888955116272,0.0,<function dropout at 0x7f6f0e00da60>,rect
75,0.5235294252634047,3,0.1,2,512,0.5671296119689941,0.5,<function dropout at 0x7f6f0e00da60>,rect
76,0.5558823734521866,3,0.1,2,1024,0.41898149251937866,0.0,<function dropout at 0x7f6f0e00da60>,rect
77,0.5441176652908325,3,0.1,2,1024,0.49074074625968933,0.5,<function dropout at 0x7f6f0e00da60>,rect
78,0.5794117808341981,3,0.1,3,256,0.5532407760620117,0.0,<function dropout at 0x7f6f0e00da60>,rect
79,0.5352941334247588,3,0.1,3,256,0.4745370149612427,0.5,<function dropout at 0x7f6f0e00da60>,rect
80,0.5558823734521866,3,0.1,3,512,0.4236111342906952,0.0,<function dropout at 0x7f6f0e00da60>,rect
81,0.588235318660736,3,0.1,3,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
82,0.588235318660736,3,0.1,3,1024,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
83,0.588235318660736,3,0.1,3,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
84,0.5970588445663452,3,0.1,4,256,0.5856481790542603,0.0,<function dropout at 0x7f6f0e00da60>,rect
85,0.588235318660736,3,0.1,4,256,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
86,0.588235318660736,3,0.1,4,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
87,0.588235318660736,3,0.1,4,512,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
88,0.588235318660736,3,0.1,4,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
89,0.588235318660736,3,0.1,4,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
90,0.588235318660736,3,0.1,8,256,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
91,0.588235318660736,3,0.1,8,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
92,0.588235318660736,3,0.1,8,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
93,0.588235318660736,3,0.1,8,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
94,0.588235318660736,3,0.1,8,1024,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
95,0.588235318660736,3,0.1,8,1024,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
96,0.588235318660736,3,0.1,16,256,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
97,0.588235318660736,3,0.1,16,256,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
98,0.588235318660736,3,0.1,16,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
99,0.588235318660736,3,0.1,16,512,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
100,0.588235318660736,3,0.1,16,1024,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
101,0.588235318660736,3,0.1,16,1024,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
102,0.588235318660736,3,0.1,32,256,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
103,0.588235318660736,3,0.1,32,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
104,0.588235318660736,3,0.1,32,512,0.6712962985038757,0.0,<function dropout at 0x7f6f0e00da60>,rect
105,0.588235318660736,3,0.1,32,512,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
106,0.588235318660736,3,0.1,32,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
107,0.588235318660736,3,0.1,32,1024,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
108,0.5264706045389175,3,0.01,2,256,0.5416666865348816,0.0,<function dropout at 0x7f6f0e00da60>,rect
109,0.511764720082283,3,0.01,2,256,0.4861111342906952,0.5,<function dropout at 0x7f6f0e00da60>,rect
110,0.5117647290229796,3,0.01,2,512,0.4375000298023224,0.0,<function dropout at 0x7f6f0e00da60>,rect
111,0.508823549747467,3,0.01,2,512,0.5439814925193787,0.5,<function dropout at 0x7f6f0e00da60>,rect
112,0.5264706045389175,3,0.01,2,1024,0.44675928354263306,0.0,<function dropout at 0x7f6f0e00da60>,rect
113,0.5029411911964417,3,0.01,2,1024,0.4699074327945709,0.5,<function dropout at 0x7f6f0e00da60>,rect
114,0.5117647141218186,3,0.01,3,256,0.49537035822868347,0.0,<function dropout at 0x7f6f0e00da60>,rect
115,0.4970588326454162,3,0.01,3,256,0.4513888955116272,0.5,<function dropout at 0x7f6f0e00da60>,rect
116,0.5235294222831726,3,0.01,3,512,0.49074074625968933,0.0,<function dropout at 0x7f6f0e00da60>,rect
117,0.5235294133424759,3,0.01,3,512,0.4884259104728699,0.5,<function dropout at 0x7f6f0e00da60>,rect
118,0.5823529541492463,3,0.01,3,1024,0.41898149251937866,0.0,<function dropout at 0x7f6f0e00da60>,rect
119,0.4970588326454162,3,0.01,3,1024,0.5092592835426331,0.5,<function dropout at 0x7f6f0e00da60>,rect
120,0.5411764800548553,3,0.01,4,256,0.4444444179534912,0.0,<function dropout at 0x7f6f0e00da60>,rect
121,0.48823529779911035,3,0.01,4,256,0.5208333730697632,0.5,<function dropout at 0x7f6f0e00da60>,rect
122,0.5205882549285888,3,0.01,4,512,0.4259259104728699,0.0,<function dropout at 0x7f6f0e00da60>,rect
123,0.49705884158611285,3,0.01,4,512,0.5277777910232544,0.5,<function dropout at 0x7f6f0e00da60>,rect
124,0.5647058963775635,3,0.01,4,1024,0.5023148059844971,0.0,<function dropout at 0x7f6f0e00da60>,rect
125,0.5352941364049911,3,0.01,4,1024,0.409722238779068,0.5,<function dropout at 0x7f6f0e00da60>,rect
126,0.5323529571294784,3,0.01,8,256,0.49768519401550293,0.0,<function dropout at 0x7f6f0e00da60>,rect
127,0.5382353067398071,3,0.01,8,256,0.3958333730697632,0.5,<function dropout at 0x7f6f0e00da60>,rect
128,0.65588236451149,3,0.01,8,512,0.6111111044883728,0.0,<function dropout at 0x7f6f0e00da60>,rect
129,0.5264706075191496,3,0.01,8,512,0.49074071645736694,0.5,<function dropout at 0x7f6f0e00da60>,rect
130,0.6117647349834443,3,0.01,8,1024,0.6550925970077515,0.0,<function dropout at 0x7f6f0e00da60>,rect
131,0.4705882459878921,3,0.01,8,1024,0.4444444477558136,0.5,<function dropout at 0x7f6f0e00da60>,rect
132,0.7941176295280458,3,0.01,16,256,0.6458333134651184,0.0,<function dropout at 0x7f6f0e00da60>,rect
133,0.588235318660736,3,0.01,16,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
134,0.7117647290229798,3,0.01,16,512,0.5694444179534912,0.0,<function dropout at 0x7f6f0e00da60>,rect
135,0.588235318660736,3,0.01,16,512,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
136,0.6911764740943908,3,0.01,16,1024,0.638888955116272,0.0,<function dropout at 0x7f6f0e00da60>,rect
137,0.588235318660736,3,0.01,16,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
138,0.708823549747467,3,0.01,32,256,0.5833333134651184,0.0,<function dropout at 0x7f6f0e00da60>,rect
139,0.588235318660736,3,0.01,32,256,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
140,0.5529412001371383,3,0.01,32,512,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
141,0.588235318660736,3,0.01,32,512,0.6712962985038757,0.5,<function dropout at 0x7f6f0e00da60>,rect
142,0.5794117867946624,3,0.01,32,1024,0.6712963581085205,0.0,<function dropout at 0x7f6f0e00da60>,rect
143,0.588235318660736,3,0.01,32,1024,0.6712963581085205,0.5,<function dropout at 0x7f6f0e00da60>,rect
