,nstart,layerForm,nlayers,dR,learningrate,testAccuracy,valAccuracy,activationFn,dropoutFn
72,512,cone,8,0.0,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
73,512,cone,8,0.0,1.0,0.005116959102451801,0.0032786885276436806,3,<function dropout at 0x7f244fc7ca60>
74,512,cone,8,0.0,0.1,0.9671052694320679,0.9540983617305756,3,<function dropout at 0x7f244fc7ca60>
75,512,cone,8,0.0,0.01,0.9678362607955933,0.9526229441165923,3,<function dropout at 0x7f244fc7ca60>
76,512,cone,8,0.5,10.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
77,512,cone,8,0.5,1.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
78,512,cone,8,0.5,0.1,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
79,512,cone,8,0.5,0.01,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
80,512,cone,16,0.0,10.0,0.898391842842102,0.8950819551944734,3,<function dropout at 0x7f244fc7ca60>
81,512,cone,16,0.0,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
82,512,cone,16,0.0,0.1,0.9649121761322021,0.9555737793445588,3,<function dropout at 0x7f244fc7ca60>
83,512,cone,16,0.0,0.01,0.9663741588592529,0.9549180388450622,3,<function dropout at 0x7f244fc7ca60>
84,512,cone,16,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
85,512,cone,16,0.5,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
86,512,cone,16,0.5,0.1,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
87,512,cone,16,0.5,0.01,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
88,512,cone,32,0.0,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
89,512,cone,32,0.0,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
90,512,cone,32,0.0,0.1,0.9700291156768799,0.9534426033496857,3,<function dropout at 0x7f244fc7ca60>
91,512,cone,32,0.0,0.01,0.9663741588592529,0.9524589896202088,3,<function dropout at 0x7f244fc7ca60>
92,512,cone,32,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
93,512,cone,32,0.5,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
94,512,cone,32,0.5,0.1,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
95,512,cone,32,0.5,0.01,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
96,1024,cone,2,0.0,10.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
97,1024,cone,2,0.0,1.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
98,1024,cone,2,0.0,0.1,0.9634502530097961,0.9549180090427397,3,<function dropout at 0x7f244fc7ca60>
99,1024,cone,2,0.0,0.01,0.9692981839179993,0.9534426510334014,3,<function dropout at 0x7f244fc7ca60>
100,1024,cone,2,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
101,1024,cone,2,0.5,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
102,1024,cone,2,0.5,0.1,0.9656431674957275,0.9504917979240418,3,<function dropout at 0x7f244fc7ca60>
103,1024,cone,2,0.5,0.01,0.9583332538604736,0.9529507875442506,3,<function dropout at 0x7f244fc7ca60>
104,1024,cone,3,0.0,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
105,1024,cone,3,0.0,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
106,1024,cone,3,0.0,0.1,0.9700291156768799,0.9532786965370178,3,<function dropout at 0x7f244fc7ca60>
107,1024,cone,3,0.0,0.01,0.9612572193145752,0.9552459061145784,3,<function dropout at 0x7f244fc7ca60>
108,1024,cone,3,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
109,1024,cone,3,0.5,1.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
110,1024,cone,3,0.5,0.1,0.9619882106781006,0.9478688716888427,3,<function dropout at 0x7f244fc7ca60>
111,1024,cone,3,0.5,0.01,0.9524853229522705,0.9481966972351075,3,<function dropout at 0x7f244fc7ca60>
112,1024,cone,4,0.0,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
113,1024,cone,4,0.0,1.0,0.059941522777080536,0.049180327728390705,3,<function dropout at 0x7f244fc7ca60>
114,1024,cone,4,0.0,0.1,0.9729532599449158,0.9532786786556243,3,<function dropout at 0x7f244fc7ca60>
115,1024,cone,4,0.0,0.01,0.9524853229522705,0.9524589776992798,3,<function dropout at 0x7f244fc7ca60>
116,1024,cone,4,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
117,1024,cone,4,0.5,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
118,1024,cone,4,0.5,0.1,0.9576022624969482,0.9504917979240418,3,<function dropout at 0x7f244fc7ca60>
119,1024,cone,4,0.5,0.01,0.942251443862915,0.9396720409393311,3,<function dropout at 0x7f244fc7ca60>
120,1024,cone,8,0.0,10.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
121,1024,cone,8,0.0,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
122,1024,cone,8,0.0,0.1,0.9685672521591187,0.9563934445381166,3,<function dropout at 0x7f244fc7ca60>
123,1024,cone,8,0.0,0.01,0.9634502530097961,0.955409824848175,3,<function dropout at 0x7f244fc7ca60>
124,1024,cone,8,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
125,1024,cone,8,0.5,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
126,1024,cone,8,0.5,0.1,0.9349415302276611,0.9278688609600068,3,<function dropout at 0x7f244fc7ca60>
127,1024,cone,8,0.5,0.01,0.8969298601150513,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
128,1024,cone,16,0.0,10.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
129,1024,cone,16,0.0,1.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
130,1024,cone,16,0.0,0.1,0.962719202041626,0.9542622685432436,3,<function dropout at 0x7f244fc7ca60>
131,1024,cone,16,0.0,0.01,0.9619883298873901,0.9581967175006867,3,<function dropout at 0x7f244fc7ca60>
132,1024,cone,16,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
133,1024,cone,16,0.5,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
134,1024,cone,16,0.5,0.1,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
135,1024,cone,16,0.5,0.01,0.898391842842102,0.895081949234009,3,<function dropout at 0x7f244fc7ca60>
136,1024,cone,32,0.0,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
137,1024,cone,32,0.0,1.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
138,1024,cone,32,0.0,0.1,0.9641811847686768,0.9516393482685089,3,<function dropout at 0x7f244fc7ca60>
139,1024,cone,32,0.0,0.01,0.959064245223999,0.9531147301197053,3,<function dropout at 0x7f244fc7ca60>
140,1024,cone,32,0.5,10.0,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
141,1024,cone,32,0.5,1.0,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
142,1024,cone,32,0.5,0.1,0.8983917832374573,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
143,1024,cone,32,0.5,0.01,0.898391842842102,0.8950819373130801,3,<function dropout at 0x7f244fc7ca60>
