,dR,learningrate,testAccuracy,nstart,valAccuracy,dropoutFn,nlayers,activationFn,layerForm
0,0.0,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
1,0.0,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
2,0.0,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
3,0.0,10.0,0.23964868485927582,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
4,0.0,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
5,0.0,10.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
6,0.0,10.0,0.23964868485927582,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
7,0.0,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
8,0.0,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
9,0.0,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
10,0.0,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
11,0.0,10.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
12,0.0,10.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
13,0.0,10.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
14,0.0,10.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
15,0.0,10.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
16,0.0,10.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
17,0.0,10.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
18,0.0,1.0,0.8808030486106873,256,0.8446575582027437,<function dropout at 0x7f5df7cd0a60>,2,3,rect
19,0.0,1.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
20,0.0,1.0,0.23964868485927582,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
21,0.0,1.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
22,0.0,1.0,0.23964868485927582,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
23,0.0,1.0,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
24,0.0,1.0,0.23964868485927582,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
25,0.0,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
26,0.0,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
27,0.0,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
28,0.0,1.0,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
29,0.0,1.0,0.23964868485927582,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
30,0.0,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,2,3,rect
31,0.0,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,3,3,rect
32,0.0,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,4,3,rect
33,0.0,1.0,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
34,0.0,1.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
35,0.0,1.0,0.23964868485927582,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
36,0.0,0.1,0.8594730496406555,256,0.8309589803218843,<function dropout at 0x7f5df7cd0a60>,2,3,rect
37,0.0,0.1,0.8745294809341431,256,0.8350685060024262,<function dropout at 0x7f5df7cd0a60>,3,3,rect
38,0.0,0.1,0.836888313293457,256,0.8109589099884034,<function dropout at 0x7f5df7cd0a60>,4,3,rect
39,0.0,0.1,0.8519448041915894,256,0.8186302006244661,<function dropout at 0x7f5df7cd0a60>,8,3,rect
40,0.0,0.1,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
41,0.0,0.1,0.239648699760437,256,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
42,0.0,0.1,0.8670012354850769,512,0.8260274469852449,<function dropout at 0x7f5df7cd0a60>,2,3,rect
43,0.0,0.1,0.8644918203353882,512,0.8410959243774415,<function dropout at 0x7f5df7cd0a60>,3,3,rect
44,0.0,0.1,0.8607277274131775,512,0.8098630487918855,<function dropout at 0x7f5df7cd0a60>,4,3,rect
45,0.0,0.1,0.8695106506347656,512,0.8558904170989992,<function dropout at 0x7f5df7cd0a60>,8,3,rect
46,0.0,0.1,0.23964868485927582,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
47,0.0,0.1,0.239648699760437,512,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
48,0.0,0.1,0.8732748031616211,1024,0.8545205831527711,<function dropout at 0x7f5df7cd0a60>,2,3,rect
49,0.0,0.1,0.8707653284072876,1024,0.826027411222458,<function dropout at 0x7f5df7cd0a60>,3,3,rect
50,0.0,0.1,0.8808029890060425,1024,0.8594521164894106,<function dropout at 0x7f5df7cd0a60>,4,3,rect
51,0.0,0.1,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,8,3,rect
52,0.0,0.1,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,16,3,rect
53,0.0,0.1,0.239648699760437,1024,0.2356164455413818,<function dropout at 0x7f5df7cd0a60>,32,3,rect
54,0.0,0.01,0.8531994819641113,256,0.8139726638793947,<function dropout at 0x7f5df7cd0a60>,2,3,rect
55,0.0,0.01,0.8393977284431458,256,0.8334247291088106,<function dropout at 0x7f5df7cd0a60>,3,3,rect
56,0.0,0.01,0.8519448041915894,256,0.836164426803589,<function dropout at 0x7f5df7cd0a60>,4,3,rect
57,0.0,0.01,0.8180676698684692,256,0.8112329185009004,<function dropout at 0x7f5df7cd0a60>,8,3,rect
58,0.0,0.01,0.779171884059906,256,0.7863013923168184,<function dropout at 0x7f5df7cd0a60>,16,3,rect
