,nstart,testAccuracy,learningrate,nlayers,valAccuracy,dR,activationFn,dropoutFn,layerForm
70,512,0.3312000036239624,1.0,32,0.36310679912567134,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
71,512,0.3312000036239624,1.0,32,0.3631068170070648,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
72,512,0.8352000713348389,0.1,2,0.8514563560485839,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
73,512,0.8367999792098999,0.1,2,0.8450485825538636,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
74,512,0.8368000388145447,0.1,3,0.8425243198871614,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
75,512,0.8408000469207764,0.1,3,0.849708789587021,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
76,512,0.829599916934967,0.1,4,0.8413592398166657,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
77,512,0.8447999358177185,0.1,4,0.8512621939182281,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
78,512,0.3312000036239624,0.1,8,0.3631067931652069,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
79,512,0.3312000036239624,0.1,8,0.36310681104660036,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
80,512,0.3312000036239624,0.1,16,0.36310684680938726,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
81,512,0.3312000036239624,0.1,16,0.36310682296752933,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
82,512,0.3312000036239624,0.1,32,0.36310680508613585,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
83,512,0.3312000036239624,0.1,32,0.36310680508613585,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
84,512,0.8471999764442444,0.01,2,0.858835005760193,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
85,512,0.843999981880188,0.01,2,0.856116545200348,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
86,512,0.8447999358177185,0.01,3,0.8644660770893098,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
87,512,0.843999981880188,0.01,3,0.8485437393188477,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
88,512,0.8439999222755432,0.01,4,0.8547573029994965,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
89,512,0.8391999006271362,0.01,4,0.8541748344898223,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
90,512,0.8407999873161316,0.01,8,0.8508738338947296,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
91,512,0.8447999358177185,0.01,8,0.8524272501468658,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
92,512,0.8136000037193298,0.01,16,0.847961241006851,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
93,512,0.3471999764442444,0.01,16,0.3900971084833145,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
94,512,0.8287999629974365,0.01,32,0.8394175291061401,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
95,512,0.3312000036239624,0.01,32,0.3631067931652069,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
96,1024,0.3312000036239624,10.0,2,0.3631067931652069,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
97,1024,0.3312000036239624,10.0,2,0.36310681104660036,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
98,1024,0.3312000036239624,10.0,3,0.3631068170070648,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
99,1024,0.3312000036239624,10.0,3,0.36310679912567134,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
100,1024,0.3312000036239624,10.0,4,0.36310681104660036,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
101,1024,0.3312000036239624,10.0,4,0.3631067872047424,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
102,1024,0.3312000036239624,10.0,8,0.36310679316520683,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
103,1024,0.3312000036239624,10.0,8,0.3631067872047424,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
104,1024,0.3312000036239624,10.0,16,0.3631068170070648,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
105,1024,0.33119997382164,10.0,16,0.3631068170070648,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
106,1024,0.3312000036239624,10.0,32,0.3631067931652069,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
107,1024,0.3312000036239624,10.0,32,0.3631068408489228,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
108,1024,0.3312000036239624,1.0,2,0.3631067872047424,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
109,1024,0.3312000036239624,1.0,2,0.36310680508613585,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
110,1024,0.3312000036239624,1.0,3,0.36310679912567134,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
111,1024,0.3312000036239624,1.0,3,0.36310682296752933,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
112,1024,0.3312000036239624,1.0,4,0.3631067931652069,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
113,1024,0.3312000036239624,1.0,4,0.3631068170070648,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
114,1024,0.3312000036239624,1.0,8,0.3631067872047424,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
115,1024,0.3312000036239624,1.0,8,0.3631068170070648,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
116,1024,0.3312000036239624,1.0,16,0.36310679912567134,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
117,1024,0.3312000036239624,1.0,16,0.3631068289279938,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
118,1024,0.3312000036239624,1.0,32,0.3631067872047424,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
119,1024,0.3312000036239624,1.0,32,0.3631068170070648,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
120,1024,0.834399938583374,0.1,2,0.8475728631019592,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
121,1024,0.8303999900817871,0.1,2,0.8438835620880129,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
122,1024,0.8295999765396118,0.1,3,0.8464078068733216,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
123,1024,0.8367999792098999,0.1,3,0.8444660902023317,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
124,1024,0.8095999956130981,0.1,4,0.8388350307941438,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
125,1024,0.8399999737739563,0.1,4,0.8419417977333069,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
126,1024,0.3311999440193176,0.1,8,0.36310680508613585,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
127,1024,0.3312000036239624,0.1,8,0.36310680508613585,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
128,1024,0.3312000036239624,0.1,16,0.36310679912567134,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
129,1024,0.3312000036239624,0.1,16,0.36310679912567134,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
130,1024,0.3312000036239624,0.1,32,0.3631067872047424,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
131,1024,0.3312000036239624,0.1,32,0.3631067872047424,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
132,1024,0.8423998355865479,0.01,2,0.8551456749439241,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
133,1024,0.8359999656677246,0.01,2,0.8590291738510133,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
134,1024,0.8511999845504761,0.01,3,0.8605825901031494,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
135,1024,0.8335999846458435,0.01,3,0.8545631706714629,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
136,1024,0.8463999032974243,0.01,4,0.8456311225891113,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
137,1024,0.843999981880188,0.01,4,0.8543689608573913,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
138,1024,0.8335999846458435,0.01,8,0.8460194766521454,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
139,1024,0.843999981880188,0.01,8,0.8582524836063384,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
140,1024,0.8327999711036682,0.01,16,0.8508738398551942,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
141,1024,0.3287999629974365,0.01,16,0.30873787403106695,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
142,1024,0.8463999629020691,0.01,32,0.8411651015281678,0.0,3,<function dropout at 0x7fb3866e6a60>,rect
143,1024,0.3312000036239624,0.01,32,0.36310680508613585,0.5,3,<function dropout at 0x7fb3866e6a60>,rect
