,activationFn,nlayers,nstart,valAccuracy,dropoutFn,dR,layerForm,learningrate,testAccuracy
0,3,2,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
1,3,2,256,0.11594203040003774,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.07792207598686218
2,3,2,256,0.9681159496307373,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9805194139480591
3,3,2,256,0.8347826480865479,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9242424368858337
4,3,2,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090909361839294
5,3,2,256,0.30289854705333713,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.3636363744735718
6,3,2,256,0.8985507488250734,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.9307358860969543
7,3,2,256,0.6869564771652221,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.7683983445167542
8,3,2,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
9,3,2,512,0.09565217420458792,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
10,3,2,512,0.9449275493621827,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9870129823684692
11,3,2,512,0.9202898740768432,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9567099809646606
12,3,2,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
13,3,2,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
14,3,2,512,0.9304347991943359,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.9675323963165283
15,3,2,512,0.8289855480194094,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.8701299428939819
16,3,2,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
17,3,2,1024,0.09565217643976211,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
18,3,2,1024,0.9507246494293211,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9805194139480591
19,3,2,1024,0.9420289993286134,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9653679132461548
20,3,2,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
21,3,2,1024,0.09130434915423392,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
22,3,2,1024,0.93478262424469,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.9696969985961914
23,3,2,1024,0.8724637985229493,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.9307359457015991
24,3,3,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
25,3,3,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
26,3,3,256,0.9507246494293213,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9891774654388428
27,3,3,256,0.8782608985900878,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9112553596496582
28,3,3,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
29,3,3,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
30,3,3,256,0.8159420728683471,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.822510838508606
31,3,3,256,0.6565217018127443,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.7597401738166809
32,3,3,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
33,3,3,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
34,3,3,512,0.9797101497650148,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9935064315795898
35,3,3,512,0.9565217494964598,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9783549308776855
36,3,3,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
37,3,3,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
38,3,3,512,0.917391324043274,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.9502164125442505
39,3,3,512,0.7579710721969606,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.8484848737716675
40,3,3,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
41,3,3,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
42,3,3,1024,0.9811594247817994,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9891775250434875
43,3,3,1024,0.9333333492279052,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.976190447807312
44,3,3,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
45,3,3,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090909361839294
46,3,3,1024,0.8942029178142549,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.9588744640350342
47,3,3,1024,0.8318840980529786,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.8549783229827881
48,3,4,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
49,3,4,256,0.08985507413744925,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
50,3,4,256,0.969565224647522,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9978353977203369
51,3,4,256,0.9275362491607665,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.976190447807312
52,3,4,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
53,3,4,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
54,3,4,256,0.8231884479522706,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.874458909034729
55,3,4,256,0.6115941762924195,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.6753246188163757
56,3,4,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
57,3,4,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
58,3,4,512,0.9550724744796751,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9956709146499634
59,3,4,512,0.9565217494964598,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9870128631591797
60,3,4,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
61,3,4,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
62,3,4,512,0.9202898740768433,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.974026083946228
63,3,4,512,0.6739130139350891,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.7510823011398315
64,3,4,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090909361839294
65,3,4,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
66,3,4,1024,0.969565224647522,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9935064315795898
67,3,4,1024,0.969565224647522,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9891774654388428
68,3,4,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
69,3,4,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
70,3,4,1024,0.8811594486236571,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.9155844449996948
71,3,4,1024,0.7188405930995941,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.7943723201751709
72,3,8,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
73,3,8,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
74,3,8,256,0.995652174949646,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9935064315795898
75,3,8,256,0.9565217494964598,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9913419485092163
76,3,8,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
77,3,8,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090909361839294
78,3,8,256,0.4521739155054092,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.40043288469314575
79,3,8,256,0.31159418821334844,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.3961039185523987
80,3,8,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
81,3,8,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090909361839294
82,3,8,512,0.9855072498321535,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9978353977203369
83,3,8,512,0.9855072498321535,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9956709146499634
84,3,8,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090908616781235
85,3,8,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
86,3,8,512,0.5202898502349853,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.6363636255264282
87,3,8,512,0.42608697116374966,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.4696969985961914
88,3,8,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
89,3,8,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
90,3,8,1024,0.09565217569470404,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.09090909361839294
91,3,8,1024,0.9855072498321535,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9956709146499634
92,3,8,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090909361839294
93,3,8,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090908616781235
94,3,8,1024,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.09090908616781235
95,3,8,1024,0.4768115997314453,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.5259739756584167
96,3,16,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090908616781235
97,3,16,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090909361839294
98,3,16,256,0.9811594247817994,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.9956709146499634
99,3,16,256,0.9492753744125365,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9891774654388428
100,3,16,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,10.0,0.09090909361839294
101,3,16,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,1.0,0.09090909361839294
102,3,16,256,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.5,rect,0.1,0.09090908616781235
103,3,16,256,0.06811594218015671,<function dropout at 0x7fc840be0a60>,0.5,rect,0.01,0.09307359158992767
104,3,16,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,10.0,0.09090909361839294
105,3,16,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,1.0,0.09090908616781235
106,3,16,512,0.08695652335882186,<function dropout at 0x7fc840be0a60>,0.0,rect,0.1,0.09090909361839294
107,3,16,512,0.9710144996643066,<function dropout at 0x7fc840be0a60>,0.0,rect,0.01,0.9913419485092163
