,testAccuracy,nlayers,dR,activationFn,layerForm,learningrate,dropoutFn,nstart,valAccuracy
113,0.1538461595773697,16,0.5,3,rect,1.0,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
114,0.1538461595773697,16,0.5,3,rect,0.1,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
115,0.1538461595773697,16,0.5,3,rect,0.1,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
116,0.1538461595773697,16,0.5,3,rect,0.1,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
117,0.1538461595773697,16,0.5,3,rect,0.01,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
118,0.1538461595773697,16,0.5,3,rect,0.01,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
119,0.1538461595773697,16,0.5,3,rect,0.01,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
120,0.1538461595773697,32,0.0,3,rect,10.0,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
121,0.1538461595773697,32,0.0,3,rect,10.0,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
122,0.1538461595773697,32,0.0,3,rect,10.0,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
123,0.1538461595773697,32,0.0,3,rect,1.0,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
124,0.1538461595773697,32,0.0,3,rect,1.0,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
125,0.1538461595773697,32,0.0,3,rect,1.0,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
126,0.1538461595773697,32,0.0,3,rect,0.1,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
127,0.1538461595773697,32,0.0,3,rect,0.1,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
128,0.1538461595773697,32,0.0,3,rect,0.1,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
129,0.9230769276618958,32,0.0,3,rect,0.01,<function dropout at 0x7f9364d23a60>,256,0.6400000333786011
130,0.9230769276618958,32,0.0,3,rect,0.01,<function dropout at 0x7f9364d23a60>,512,0.7300000190734863
131,0.9230769276618958,32,0.0,3,rect,0.01,<function dropout at 0x7f9364d23a60>,1024,0.8000000119209291
132,0.1538461595773697,32,0.5,3,rect,10.0,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
133,0.1538461595773697,32,0.5,3,rect,10.0,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
134,0.1538461595773697,32,0.5,3,rect,10.0,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
135,0.1538461595773697,32,0.5,3,rect,1.0,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
136,0.1538461595773697,32,0.5,3,rect,1.0,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
137,0.1538461595773697,32,0.5,3,rect,1.0,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
138,0.1538461595773697,32,0.5,3,rect,0.1,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
139,0.1538461595773697,32,0.5,3,rect,0.1,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
140,0.1538461595773697,32,0.5,3,rect,0.1,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
141,0.1538461595773697,32,0.5,3,rect,0.01,<function dropout at 0x7f9364d23a60>,256,0.10000000149011613
142,0.1538461595773697,32,0.5,3,rect,0.01,<function dropout at 0x7f9364d23a60>,512,0.10000000149011613
143,0.1538461595773697,32,0.5,3,rect,0.01,<function dropout at 0x7f9364d23a60>,1024,0.10000000149011613
