,valAccuracy,nlayers,layerForm,dropoutFn,learningrate,activationFn,testAccuracy,nstart,dR
0,0.0018416206585243342,2,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.0
1,0.0018416206585243342,2,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.5
2,0.29834255278110505,2,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.29738563299179077,512,0.0
3,0.0018416206585243342,2,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.5
4,0.0018416206585243342,2,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.0
5,0.0018416206585243342,2,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.5
6,0.0018416206585243342,2,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.0
7,0.5040516018867492,2,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.5416666865348816,256,0.5
8,0.2983425468206406,2,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.29738566279411316,512,0.0
9,0.05598526692483574,2,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.03267974033951759,512,0.5
10,0.44751381576061244,2,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.45016345381736755,1024,0.0
11,0.0018416206585243342,2,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.5
12,0.5430939495563507,2,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5441176891326904,256,0.0
13,0.5289134621620178,2,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5612745881080627,256,0.5
14,0.5377532422542572,2,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5531046390533447,512,0.0
15,0.5405156791210175,2,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5596405863761902,512,0.5
16,0.5362799584865571,2,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5596405863761902,1024,0.0
17,0.5460405647754669,2,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5702614784240723,1024,0.5
18,0.550460422039032,2,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5588235855102539,256,0.0
19,0.5324125468730927,2,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5473856925964355,256,0.5
20,0.5436464488506317,2,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5490196347236633,512,0.0
21,0.5243094205856323,2,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5351307988166809,512,0.5
22,0.5526703774929047,2,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5531045794487,1024,0.0
23,0.5373849272727966,2,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5596405267715454,1024,0.5
24,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.0
25,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.5
26,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.0
27,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.5
28,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.0
29,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.5
30,0.44751381874084467,3,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.45016345381736755,256,0.0
31,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.5
32,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.0
33,0.012338858831208195,3,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.5
34,0.44751381874084467,3,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.45016345381736755,1024,0.0
35,0.0018416206585243342,3,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.5
36,0.5445672392845153,3,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5571895837783813,256,0.0
37,0.536279946565628,3,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5563726425170898,256,0.5
38,0.5502762734889984,3,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5392157435417175,512,0.0
39,0.5329650342464447,3,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5465686321258545,512,0.5
40,0.5322283983230591,3,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.516339898109436,1024,0.0
41,0.5359116256237031,3,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.569444477558136,1024,0.5
42,0.555432814359665,3,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5563725233078003,256,0.0
43,0.5162062823772431,3,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5343137383460999,256,0.5
44,0.5539595246315002,3,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.563725471496582,512,0.0
45,0.5171270906925202,3,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5269608497619629,512,0.5
46,0.5661142110824585,3,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.561274528503418,1024,0.0
47,0.5267035186290742,3,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5473856925964355,1024,0.5
48,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.0
49,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.5
50,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.0
51,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.5
52,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.0
53,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.5
54,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.0
55,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.5
56,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.0
57,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.5
58,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.0
59,0.0018416206585243342,4,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.5
60,0.5311234056949615,4,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5563725829124451,256,0.0
61,0.5237569332122803,4,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5604575872421265,256,0.5
62,0.5325967013835907,4,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5563725829124451,512,0.0
63,0.5189687132835389,4,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5334967374801636,512,0.5
64,0.536648279428482,4,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5400327444076538,1024,0.0
65,0.5290976345539093,4,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.545751690864563,1024,0.5
66,0.5517495572566986,4,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5473856925964355,256,0.0
67,0.5025782734155655,4,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5351307392120361,256,0.5
68,0.5458563804626465,4,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5596405863761902,512,0.0
69,0.4725598722696305,4,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.4812091588973999,512,0.5
70,0.5476980209350586,4,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5506536364555359,1024,0.0
71,0.531860077381134,4,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5563725829124451,1024,0.5
72,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.0
73,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.5
74,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.0
75,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.5
76,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.0
77,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,1024,0.5
78,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.0
79,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,256,0.5
80,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.0
81,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,512,0.5
82,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.0
83,0.0018416206585243342,8,cone,<function dropout at 0x7f98333eca60>,1.0,3,0.004084967542439699,1024,0.5
84,0.5650092244148256,8,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5882353186607361,256,0.0
85,0.4475138068199157,8,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.45016342401504517,256,0.5
86,0.5758747935295105,8,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5784314274787903,512,0.0
87,0.49208105504512784,8,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5498366355895996,512,0.5
88,0.5959484577178955,8,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.5996732115745544,1024,0.0
89,0.44751381874084467,8,cone,<function dropout at 0x7f98333eca60>,0.1,3,0.45016348361968994,1024,0.5
90,0.5532228589057923,8,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.548202633857727,256,0.0
91,0.44751381874084467,8,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.45016348361968994,256,0.5
92,0.5467772006988525,8,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5580065250396729,512,0.0
93,0.44751380980014793,8,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.45016345381736755,512,0.5
94,0.5515653967857361,8,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.5555555820465088,1024,0.0
95,0.4482504516839981,8,cone,<function dropout at 0x7f98333eca60>,0.01,3,0.4493464529514313,1024,0.5
96,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.0
97,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,256,0.5
98,0.0018416206585243342,16,cone,<function dropout at 0x7f98333eca60>,10.0,3,0.004084967542439699,512,0.0
