"dataset","blockForm","testAccuracy","valAccuracy","nhidden","bottleneck","learningrate","nblocks"
"tic-tac-toe","diavolo",0.347280323505402,0.53278683423996,1024,0.25,0.1,16
"tic-tac-toe","rect",0.652719616889954,0.53278683423996,256,0.25,0.1,16
"tic-tac-toe","rect",0.652719616889954,0.53278683423996,256,0.5,0.1,16
"tic-tac-toe","rect",0.347280323505402,0.53278683423996,512,0.5,0.1,8
"tic-tac-toe","rect",0.50627613067627,0.516393414139748,256,0.5,0.01,16
"tic-tac-toe","rect",0.518828392028809,0.50409831404686,1024,0.5,0.1,8
"tic-tac-toe","rect",0.652719616889954,0.499999955296516,1024,0.25,0.1,4
"tic-tac-toe","rect",0.439330518245697,0.461475378274918,512,0.25,0.1,4
"tic-tac-toe","diavolo",0.523012459278107,0.449999964237213,256,0.25,1,2
"tic-tac-toe","rect",0.347280323505402,0.43442619740963,512,0.25,0.1,8
"tic-tac-toe","diavolo",0.347280323505402,0.43442619740963,1024,0.25,1,3
"tic-tac-toe","diavolo",0.418410003185272,0.431147515773773,1024,0.25,0.1,8
"tic-tac-toe","rect",0.347280323505402,0.405737686157227,512,0.5,1,3
"tic-tac-toe","rect",0.347280323505402,0.401639318466187,256,0.5,1,4
"tic-tac-toe","diavolo",0.347280323505402,0.401639318466187,256,0.25,1,4
"tic-tac-toe","diavolo",0.347280323505402,0.401639318466187,256,0.25,1,3
"tic-tac-toe","diavolo",0.347280323505402,0.401639318466187,256,0.5,1,3
"tic-tac-toe","rect",0.347280323505402,0.401639318466187,512,0.5,1,2
"tic-tac-toe","diavolo",0.347280323505402,0.401639318466187,512,0.25,1,2
"tic-tac-toe","diavolo",0.347280323505402,0.39180326461792,256,0.5,1,8
"tic-tac-toe","rect",0.347280323505402,0.388524568080902,1024,0.25,0.1,8
"tic-tac-toe","diavolo",0.347280323505402,0.379508173465729,1024,0.5,0.1,16
"tic-tac-toe","rect",0.347280323505402,0.375409814715385,256,0.5,1,3
"tic-tac-toe","diavolo",0.347280323505402,0.371311458945274,1024,0.5,1,4
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,1024,0.25,0.1,16
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,512,0.25,0.1,16
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,512,0.5,0.1,16
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,512,0.25,1,4
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,512,0.25,1,4
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,256,0.5,1,4
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,1024,0.25,1,3
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,1024,0.5,1,3
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,512,0.25,1,3
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,512,0.5,1,3
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,256,0.25,1,3
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,1024,0.5,1,2
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,1024,0.25,1,2
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,512,0.25,1,2
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,512,0.5,1,2
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,256,0.25,1,2
"tic-tac-toe","rect",0.347280323505402,0.368852439522743,256,0.5,1,2
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,256,0.5,1,2
"tic-tac-toe","diavolo",0.347280323505402,0.368852439522743,1024,0.25,1,4
"tic-tac-toe","diavolo",0.347280323505402,0.365573760867119,512,0.5,1,4
"tic-tac-toe","diavolo",0.347280323505402,0.360655722022057,512,0.5,1,16
"tic-tac-toe","diavolo",0.347280323505402,0.345901626348496,512,0.25,1,8
"tic-tac-toe","diavolo",0.347280323505402,0.344262281060219,1024,0.25,1,8
"tic-tac-toe","diavolo",0.347280323505402,0.343442609906197,256,0.25,1,8
"tic-tac-toe","diavolo",0.347280323505402,0.340983590483666,256,0.25,1,16
"tic-tac-toe","diavolo",0.347280323505402,0.340163919329643,512,0.5,1,8
"tic-tac-toe","rect",0.347280323505402,0.337704905867577,1024,0.25,1,4
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,1024,0.5,0.1,16
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,256,0.5,0.1,16
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,1024,0.25,1,16
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,1024,0.5,1,16
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,1024,0.25,1,16
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,1024,0.5,1,16
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,512,0.25,1,16
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,512,0.5,1,16
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,512,0.25,1,16
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,256,0.25,1,16
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,256,0.5,1,16
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,256,0.5,1,16
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,1024,0.25,1,8
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,1024,0.5,1,8
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,1024,0.5,1,8
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,512,0.25,1,8
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,512,0.5,1,8
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,256,0.25,1,8
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,256,0.5,1,8
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,1024,0.5,1,4
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,512,0.5,1,4
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,256,0.25,1,4
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,1024,0.5,1,3
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,512,0.25,1,3
"tic-tac-toe","rect",0.347280323505402,0.3360655605793,1024,0.25,1,2
"tic-tac-toe","diavolo",0.347280323505402,0.3360655605793,1024,0.5,1,2
