"dataset","testAccuracy","blockForm","valAccuracy","bottleneck","nhidden","nblocks","learningrate"
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,512,8,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,8,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,8,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,256,8,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,256,8,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,256,8,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,256,8,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,4,0.01
"breast-cancer-wisc-prog",0.857142806053162,"diavolo",0.800000071525574,0.5,1024,4,0.01
"breast-cancer-wisc-prog",0.857142806053162,"rect",0.800000071525574,0.25,512,4,0.01
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,4,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.800000071525574,0.5,256,4,0.01
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.800000071525574,0.25,1024,4,0.1
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.800000071525574,0.5,1024,4,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,4,0.1
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.800000071525574,0.25,512,4,0.1
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.800000071525574,0.5,512,4,0.1
"breast-cancer-wisc-prog",0.857142806053162,"rect",0.800000071525574,0.25,256,4,0.1
"breast-cancer-wisc-prog",0.836734652519226,"rect",0.800000071525574,0.5,256,4,0.1
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.800000071525574,0.5,256,4,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,4,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,4,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,1024,4,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,4,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,4,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,512,4,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,4,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,4,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,256,4,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,256,4,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,256,4,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,256,4,1
"breast-cancer-wisc-prog",0.816326498985291,"rect",0.800000071525574,0.25,1024,3,0.01
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.800000071525574,0.25,1024,3,0.01
"breast-cancer-wisc-prog",0.836734652519226,"diavolo",0.800000071525574,0.25,512,3,0.01
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.800000071525574,0.5,512,3,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,256,3,0.01
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.800000071525574,0.25,256,3,0.01
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,3,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,3,0.1
"breast-cancer-wisc-prog",0.755102038383484,"rect",0.800000071525574,0.5,512,3,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,3,0.1
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.800000071525574,0.5,512,3,0.1
"breast-cancer-wisc-prog",0.836734652519226,"rect",0.800000071525574,0.25,256,3,0.1
"breast-cancer-wisc-prog",0.816326498985291,"rect",0.800000071525574,0.5,256,3,0.1
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.800000071525574,0.25,256,3,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,3,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,3,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,1024,3,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,3,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,3,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,512,3,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,3,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,3,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,256,3,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,256,3,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,256,3,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,256,3,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,2,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.800000071525574,0.25,512,2,0.01
"breast-cancer-wisc-prog",0.653061211109161,"diavolo",0.800000071525574,0.25,512,2,0.01
"breast-cancer-wisc-prog",0.673469364643097,"diavolo",0.800000071525574,0.5,512,2,0.01
"breast-cancer-wisc-prog",0.857142806053162,"rect",0.800000071525574,0.5,256,2,0.01
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.800000071525574,0.25,256,2,0.01
"breast-cancer-wisc-prog",0.836734652519226,"rect",0.800000071525574,0.25,1024,2,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,2,0.1
"breast-cancer-wisc-prog",0.836734652519226,"diavolo",0.800000071525574,0.25,1024,2,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,2,0.1
"breast-cancer-wisc-prog",0.816326498985291,"rect",0.800000071525574,0.5,512,2,0.1
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.800000071525574,0.25,512,2,0.1
"breast-cancer-wisc-prog",0.857142806053162,"rect",0.800000071525574,0.25,256,2,0.1
"breast-cancer-wisc-prog",0.816326498985291,"diavolo",0.800000071525574,0.25,256,2,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,2,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,2,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,1024,2,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,2,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,2,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,512,2,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,2,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,2,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,256,2,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,256,2,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,256,2,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,256,2,1
"breast-cancer-wisc-prog",0.734693825244904,"rect",0.793333405256271,0.5,256,16,0.01
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.793333399295807,0.5,512,8,0.01
"breast-cancer-wisc-prog",0.755102038383484,"rect",0.786666738986969,0.5,1024,16,0.01
"breast-cancer-wisc-prog",0.857142806053162,"diavolo",0.786666738986969,0.25,1024,4,0.01
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.786666738986969,0.25,1024,3,0.1
"breast-cancer-wisc-prog",0.816326498985291,"diavolo",0.786666738986969,0.5,512,2,0.1
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.780000072717667,0.25,256,16,0.01
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.780000072717667,0.25,256,8,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.780000072717667,0.5,1024,4,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.780000072717667,0.25,512,3,0.01
"breast-cancer-wisc-prog",0.836734652519226,"diavolo",0.780000066757202,0.25,512,8,0.1
"breast-cancer-wisc-prog",0.653061211109161,"diavolo",0.780000066757202,0.25,1024,16,0.01
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.773333406448364,0.5,256,3,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.773333406448364,0.5,1024,16,0.01
"breast-cancer-wisc-prog",0.734693884849548,"rect",0.766666740179062,0.5,512,4,0.01
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.766666734218598,0.25,1024,8,0.1
"breast-cancer-wisc-prog",0.816326498985291,"diavolo",0.753333407640457,0.25,512,4,0.01
"breast-cancer-wisc-prog",0.857142806053162,"rect",0.753333407640457,0.5,1024,3,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.746666741371155,0.5,256,2,0.1
"breast-cancer-wisc-prog",0.734693884849548,"rect",0.74666673541069,0.5,512,4,0.1
"breast-cancer-wisc-prog",0.836734652519226,"rect",0.740000075101853,0.25,256,4,0.01
"breast-cancer-wisc-prog",0.734693884849548,"rect",0.740000075101853,0.25,256,2,0.01
"breast-cancer-wisc-prog",0.693877518177032,"diavolo",0.740000069141388,0.25,256,4,0.1
"breast-cancer-wisc-prog",0.836734652519226,"diavolo",0.740000066161156,0.5,512,16,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.740000066161156,0.5,256,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.740000066161156,0.5,1024,8,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.740000066161156,0.5,1024,3,0.1
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.73333340883255,0.25,1024,8,0.01
"breast-cancer-wisc-prog",0.755102038383484,"diavolo",0.73333340883255,0.25,256,4,0.01
"breast-cancer-wisc-prog",0.673469364643097,"diavolo",0.73333340883255,0.5,256,4,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.73333340883255,0.5,512,3,0.01
"breast-cancer-wisc-prog",0.755102038383484,"rect",0.73333340883255,0.5,256,3,0.01
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.726666742563248,0.5,1024,8,0.01
"breast-cancer-wisc-prog",0.673469424247742,"rect",0.720000070333481,0.5,512,16,0.01
"breast-cancer-wisc-prog",0.816326498985291,"diavolo",0.713333398103714,0.5,256,16,0.01
"breast-cancer-wisc-prog",0.816326498985291,"rect",0.700000059604645,0.25,1024,2,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.680000060796738,0.25,256,16,0.1
"breast-cancer-wisc-prog",0.714285731315613,"diavolo",0.680000060796738,0.5,256,3,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.673333394527435,0.5,1024,4,0.1
"breast-cancer-wisc-prog",0.816326498985291,"diavolo",0.666666746139526,0.5,256,2,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.62000005543232,0.25,1024,3,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.62000005543232,0.25,512,8,0.1
"breast-cancer-wisc-prog",0.734693825244904,"diavolo",0.620000052452087,0.5,1024,3,0.01
"breast-cancer-wisc-prog",0.836734652519226,"rect",0.620000040531159,0.5,512,2,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.513333380222321,0.5,512,8,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.500000044703484,0.25,1024,4,0.1
