"dataset","testAccuracy","blockForm","valAccuracy","bottleneck","nhidden","nblocks","learningrate"
"breast-cancer-wisc-prog",0.816326498985291,"diavolo",0.853333401679993,0.5,256,8,0.01
"breast-cancer-wisc-prog",0.734693884849548,"diavolo",0.813333404064179,0.25,512,8,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.813333404064179,0.5,1024,2,0.01
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.806666737794876,0.25,1024,2,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.806666737794876,0.25,512,2,0.1
"breast-cancer-wisc-prog",0.795918345451355,"diavolo",0.806666737794876,0.5,256,2,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,16,0.01
"breast-cancer-wisc-prog",0.714285671710968,"rect",0.800000071525574,0.25,512,16,0.01
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,16,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,256,16,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,16,0.1
"breast-cancer-wisc-prog",0.714285671710968,"diavolo",0.800000071525574,0.25,1024,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,512,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,256,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,256,16,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,16,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,16,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,1024,16,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,16,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,16,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,512,16,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,512,16,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,16,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,256,16,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,256,16,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,256,16,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,256,16,1
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.800000071525574,0.25,1024,8,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,8,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,8,0.01
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.800000071525574,0.5,512,8,0.01
"breast-cancer-wisc-prog",0.755102038383484,"rect",0.800000071525574,0.25,256,8,0.01
"breast-cancer-wisc-prog",0.714285731315613,"rect",0.800000071525574,0.5,256,8,0.01
"breast-cancer-wisc-prog",0.714285731315613,"diavolo",0.800000071525574,0.25,256,8,0.01
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,8,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,8,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,512,8,0.1
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.800000071525574,0.25,256,8,0.1
"breast-cancer-wisc-prog",0.795918345451355,"rect",0.800000071525574,0.5,256,8,0.1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,256,8,0.1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,1024,8,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.5,1024,8,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.25,1024,8,1
"breast-cancer-wisc-prog",0.775510191917419,"diavolo",0.800000071525574,0.5,1024,8,1
"breast-cancer-wisc-prog",0.775510191917419,"rect",0.800000071525574,0.25,512,8,1
