"dataset","nhidden","bottleneck","learningrate","valAccuracy","nblocks","testAccuracy","blockForm"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.933333349227905,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.925000017881393,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.925000017881393,8,0.919999957084656,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.925000017881393,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.925000017881393,2,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,0.01,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.01,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,0.1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,16,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,16,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,0.01,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,0.1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,8,0.839999973773956,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,0.1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.25,1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,8,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",256,0.5,1,0.916666686534882,8,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,0.01,0.916666686534882,4,0.759999990463257,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,0.1,0.916666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,0.1,0.916666686534882,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.25,1,0.916666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",1024,0.5,1,0.916666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,4,0.879999995231628,"rect"
"pittsburg-bridges-T-OR-D",512,0.25,1,0.916666686534882,4,0.879999995231628,"diavolo"
"pittsburg-bridges-T-OR-D",512,0.5,1,0.916666686534882,4,0.879999995231628,"rect"
