"dataset","nhidden","testAccuracy","nlayers","layerForm","learningrate","valAccuracy"
"wine",1024,0.977272748947144,8,"cone",0.1,1
"wine",1024,0.977272748947144,8,"rect",0.1,1
"wine",512,1,8,"cone",0.1,1
"wine",512,0.954545497894287,8,"rect",0.1,1
"wine",256,0.931818246841431,8,"cone",0.1,1
"wine",512,0.886363625526428,4,"cone",0.01,1
"wine",256,0.840909123420715,4,"cone",0.01,1
"wine",256,0.931818246841431,4,"rect",0.01,1
"wine",1024,0.954545497894287,4,"cone",0.1,1
"wine",1024,0.977272748947144,4,"rect",0.1,1
"wine",512,0.931818187236786,4,"cone",0.1,1
"wine",512,0.954545497894287,4,"rect",0.1,1
"wine",256,0.954545497894287,4,"rect",0.1,1
"wine",1024,0.977272748947144,4,"cone",1,1
"wine",512,0.977272748947144,4,"rect",1,1
"wine",256,0.931818127632141,4,"rect",1,1
"wine",1024,0.909090936183929,3,"cone",0.01,1
"wine",1024,0.977272748947144,3,"rect",0.01,1
"wine",512,0.977272748947144,3,"cone",0.01,1
"wine",512,0.977272748947144,3,"rect",0.01,1
"wine",256,0.977272748947144,3,"rect",0.01,1
"wine",1024,0.977272748947144,3,"cone",0.1,1
"wine",512,0.954545497894287,3,"cone",0.1,1
"wine",512,1,3,"rect",0.1,1
"wine",256,0.977272748947144,3,"rect",0.1,1
"wine",1024,0.977272748947144,3,"rect",1,1
"wine",512,0.954545497894287,3,"cone",1,1
"wine",512,0.977272748947144,3,"rect",1,1
"wine",256,0.977272748947144,3,"cone",1,1
"wine",1024,0.954545497894287,2,"cone",0.01,1
"wine",1024,1,2,"rect",0.01,1
"wine",512,0.954545497894287,2,"cone",0.01,1
"wine",512,0.954545497894287,2,"rect",0.01,1
"wine",256,0.931818246841431,2,"rect",0.01,1
"wine",1024,0.977272748947144,2,"cone",0.1,1
"wine",1024,0.977272748947144,2,"rect",0.1,1
"wine",512,0.977272748947144,2,"cone",0.1,1
"wine",512,0.931818246841431,2,"rect",0.1,1
"wine",256,0.977272748947144,2,"cone",0.1,1
"wine",256,0.977272748947144,2,"rect",0.1,1
"wine",1024,0.977272748947144,2,"rect",1,1
"wine",512,0.977272748947144,2,"cone",1,1
"wine",512,1,2,"rect",1,1
"wine",256,0.977272748947144,2,"cone",1,1
"wine",256,0.977272748947144,2,"rect",1,1
"wine",1024,0.977272748947144,3,"rect",0.1,0.988888895511627
"wine",256,0.954545497894287,8,"cone",1,0.988888895511627
"wine",1024,0.977272748947144,2,"cone",1,0.988888895511627
"wine",256,0.772727251052856,3,"cone",0.01,0.977777791023254
"wine",256,0.977272748947144,3,"rect",1,0.977777791023254
"wine",256,0.954545497894287,8,"rect",0.1,0.966666680574417
"wine",1024,0.931818187236786,4,"rect",0.01,0.944444465637207
"wine",1024,0.954545497894287,4,"cone",0.01,0.944444447755813
"wine",512,0.886363625526428,8,"rect",1,0.933333373069763
"wine",256,0.909090876579285,4,"cone",1,0.922222268581391
"wine",512,0.954545497894287,4,"rect",0.01,0.900000059604645
"wine",256,0.909090876579285,8,"rect",1,0.888888955116272
"wine",512,0.863636374473572,4,"cone",1,0.888888955116272
"wine",1024,0.818181872367859,3,"cone",1,0.888888955116272
"wine",256,0.931818187236786,2,"cone",0.01,0.888888955116272
"wine",512,0.863636374473572,8,"cone",1,0.87777783870697
"wine",1024,0.931818127632141,4,"rect",1,0.87777783870697
"wine",256,0.931818246841431,4,"cone",0.1,0.87777778506279
"wine",1024,0.954545497894287,8,"cone",1,0.844444489479065
"wine",512,0.727272748947144,8,"cone",0.01,0.777777791023254
"wine",512,0.727272748947144,8,"rect",0.01,0.777777791023254
"wine",256,0.659090876579285,8,"cone",0.01,0.777777791023254
"wine",1024,0.704545497894287,8,"rect",1,0.733333379030228
"wine",1024,0.636363685131073,8,"rect",0.01,0.666666686534881
"wine",256,0.590909123420715,3,"cone",0.1,0.666666686534881
"wine",256,0.590909123420715,16,"rect",0.1,0.555555582046509
"wine",1024,0.5,8,"cone",0.01,0.533333352208137
"wine",1024,0.431818187236786,16,"rect",0.01,0.533333349227905
"wine",1024,0.409090936183929,16,"cone",1,0.511111125349998
"wine",1024,0.659090936183929,16,"rect",1,0.500000011920929
"wine",256,0.477272748947144,8,"rect",0.01,0.47777778506279
"wine",1024,0.272727280855179,16,"rect",0.1,0.455555574595928
"wine",512,0.409090936183929,32,"cone",0.01,0.444444447755814
"wine",256,0.409090936183929,32,"cone",0.01,0.444444447755814
"wine",256,0.409090936183929,32,"rect",0.01,0.444444447755814
"wine",1024,0.409090936183929,32,"rect",0.1,0.444444447755814
"wine",1024,0.409090936183929,32,"cone",1,0.444444447755814
"wine",1024,0.409090936183929,32,"rect",1,0.444444447755814
"wine",512,0.409090936183929,32,"cone",1,0.444444447755814
"wine",256,0.409090936183929,32,"cone",1,0.444444447755814
"wine",1024,0.409090936183929,16,"cone",0.01,0.444444447755814
"wine",512,0.409090936183929,16,"cone",0.01,0.444444447755814
"wine",512,0.409090936183929,16,"rect",0.01,0.444444447755814
"wine",256,0.409090936183929,16,"cone",0.01,0.444444447755814
"wine",256,0.409090936183929,16,"rect",0.01,0.444444447755814
"wine",1024,0.409090936183929,16,"cone",0.1,0.444444447755814
"wine",512,0.409090936183929,16,"cone",0.1,0.444444447755814
"wine",256,0.409090936183929,16,"cone",0.1,0.444444447755814
"wine",256,0.477272748947144,16,"rect",1,0.444444447755814
"wine",256,0.409090936183929,16,"cone",1,0.400000004470348
"wine",512,0.318181812763214,32,"rect",0.1,0.355555564165115
"wine",512,0.318181812763214,32,"rect",1,0.344444453716278
"wine",256,0.318181812763214,32,"rect",1,0.344444453716278
"wine",512,0.318181812763214,16,"rect",0.1,0.344444453716278
"wine",1024,0.318181812763214,32,"rect",0.01,0.333333343267441
"wine",1024,0.318181812763214,32,"cone",0.1,0.333333343267441
"wine",512,0.318181812763214,32,"cone",0.1,0.333333343267441
"wine",256,0.318181812763214,32,"rect",0.1,0.333333343267441
"wine",512,0.318181812763214,16,"cone",1,0.333333343267441
"wine",512,0.318181812763214,16,"rect",1,0.333333343267441
"wine",512,0.272727280855179,32,"rect",0.01,0.23333333581686
"wine",1024,0.272727280855179,32,"cone",0.01,0.222222223877907
"wine",256,0.272727280855179,32,"cone",0.1,0.222222223877907
