"dataset","nhidden","layerForm","testAccuracy","valAccuracy","learningrate","nlayers"
"wine-quality-white",512,"cone",0.450163424015045,0.42441862821579,0.1,4
"wine-quality-white",512,"rect",0.450163453817368,0.42441862821579,0.1,4
"wine-quality-white",256,"rect",0.450163453817368,0.42441862821579,0.1,4
"wine-quality-white",512,"rect",0.450980424880981,0.42441862821579,0.1,3
"wine-quality-white",256,"cone",0.451797425746918,0.42441862821579,0.1,3
"wine-quality-white",256,"rect",0.450163453817368,0.42441862821579,0.1,3
"wine-quality-white",512,"cone",0.450163453817368,0.42441862821579,0.1,2
"wine-quality-white",1024,"cone",0.450163453817368,0.423837232589722,0.1,32
"wine-quality-white",512,"rect",0.492647081613541,0.423837229609489,1,2
"wine-quality-white",512,"rect",0.407679796218872,0.405523267388344,1,4
"wine-quality-white",1024,"rect",0.444444477558136,0.400872114300728,1,8
"wine-quality-white",1024,"cone",0.450163453817368,0.399127900600433,1,8
"wine-quality-white",512,"rect",0.450163453817368,0.398255833983421,1,16
"wine-quality-white",1024,"rect",0.450163453817368,0.383139553666115,1,16
"wine-quality-white",512,"rect",0.459150344133377,0.381976747512817,1,3
"wine-quality-white",512,"rect",0.156045749783516,0.381395368278027,1,8
"wine-quality-white",1024,"rect",0.451797425746918,0.36831396818161,1,4
"wine-quality-white",256,"rect",0.450163453817368,0.348837225977331,1,16
"wine-quality-white",1024,"rect",0.38153600692749,0.30494187399745,1,2
"wine-quality-white",1024,"rect",0.275326818227768,0.269767456501722,1,3
"wine-quality-white",512,"rect",0.0040849675424397,0.241860477020964,0.1,32
"wine-quality-white",256,"rect",0.036764707416296,0.21366279348731,0.1,32
"wine-quality-white",1024,"rect",0.000816993473563343,0.190988380182534,0.1,32
"wine-quality-white",512,"rect",0.179738581180573,0.137209298461676,1,32
"wine-quality-white",256,"cone",0.0392156876623631,0.119186049886048,1,16
"wine-quality-white",512,"cone",0.0359477140009403,0.119186046719551,1,16
