"dataset","valAccuracy","nlayers","testAccuracy","layerForm","learningrate","nhidden"
"ozone",0.965425491333008,3,0.966877102851868,"rect",1,512
"ozone",0.964361655712128,3,0.97003161907196,"cone",1,256
"ozone",0.963829755783081,3,0.971608877182007,"cone",1,512
"ozone",0.963829749822616,2,0.971608877182007,"rect",1,512
"ozone",0.963297843933105,3,0.971608877182007,"cone",0.01,1024
"ozone",0.963297832012177,3,0.97003161907196,"cone",0.01,256
"ozone",0.962765938043594,8,0.971608877182007,"cone",0.1,1024
"ozone",0.96276593208313,32,0.971608877182007,"cone",0.01,1024
"ozone",0.96276593208313,32,0.971608877182007,"rect",0.01,1024
"ozone",0.96276593208313,32,0.971608877182007,"cone",0.01,512
"ozone",0.96276593208313,32,0.971608877182007,"rect",0.01,512
"ozone",0.96276593208313,32,0.971608877182007,"cone",0.01,256
"ozone",0.96276593208313,32,0.971608877182007,"rect",0.01,256
"ozone",0.96276593208313,32,0.971608877182007,"rect",0.1,1024
"ozone",0.96276593208313,32,0.971608877182007,"cone",0.1,512
"ozone",0.96276593208313,32,0.971608936786652,"rect",0.1,512
"ozone",0.96276593208313,32,0.971608877182007,"rect",0.1,256
"ozone",0.96276593208313,32,0.971608877182007,"cone",1,256
"ozone",0.96276593208313,32,0.971608877182007,"rect",1,256
"ozone",0.96276593208313,16,0.971608877182007,"cone",0.01,1024
"ozone",0.96276593208313,16,0.971608877182007,"rect",0.01,1024
"ozone",0.96276593208313,16,0.971608877182007,"cone",0.01,512
"ozone",0.96276593208313,16,0.971608996391296,"rect",0.01,512
"ozone",0.96276593208313,16,0.971608877182007,"rect",0.01,256
"ozone",0.96276593208313,16,0.971608877182007,"rect",0.1,1024
"ozone",0.96276593208313,16,0.971608877182007,"cone",0.1,512
"ozone",0.96276593208313,16,0.971608877182007,"rect",0.1,512
"ozone",0.96276593208313,16,0.971608877182007,"cone",0.1,256
"ozone",0.96276593208313,16,0.971608877182007,"rect",0.1,256
"ozone",0.96276593208313,16,0.971608877182007,"cone",1,1024
"ozone",0.96276593208313,16,0.971608936786652,"cone",1,512
"ozone",0.96276593208313,16,0.971608877182007,"rect",1,512
"ozone",0.96276593208313,16,0.971608877182007,"rect",1,256
"ozone",0.96276593208313,8,0.971608996391296,"cone",0.01,1024
"ozone",0.96276593208313,8,0.971608877182007,"rect",0.01,1024
"ozone",0.96276593208313,8,0.971608877182007,"cone",0.01,512
"ozone",0.96276593208313,8,0.971608877182007,"rect",0.01,512
"ozone",0.96276593208313,8,0.971608877182007,"cone",0.01,256
"ozone",0.96276593208313,8,0.971608877182007,"rect",0.1,1024
"ozone",0.96276593208313,8,0.971608877182007,"cone",0.1,512
"ozone",0.96276593208313,8,0.971608877182007,"rect",0.1,512
"ozone",0.96276593208313,8,0.971608877182007,"cone",0.1,256
"ozone",0.96276593208313,8,0.971608877182007,"rect",0.1,256
"ozone",0.96276593208313,8,0.971608877182007,"rect",1,1024
"ozone",0.96276593208313,8,0.971608936786652,"cone",1,512
"ozone",0.96276593208313,4,0.971608877182007,"rect",0.01,1024
"ozone",0.96276593208313,4,0.971608936786652,"rect",0.01,512
"ozone",0.96276593208313,4,0.971608877182007,"rect",0.01,256
"ozone",0.96276593208313,4,0.971608877182007,"cone",0.1,1024
"ozone",0.96276593208313,4,0.971608877182007,"rect",0.1,1024
"ozone",0.96276593208313,4,0.971608877182007,"rect",0.1,512
"ozone",0.96276593208313,4,0.971608877182007,"cone",0.1,256
"ozone",0.96276593208313,4,0.971608877182007,"rect",0.1,256
"ozone",0.96276593208313,4,0.971608877182007,"cone",1,256
"ozone",0.96276593208313,4,0.971608877182007,"rect",1,256
"ozone",0.96276593208313,3,0.971608877182007,"cone",0.01,512
"ozone",0.96276593208313,3,0.971608877182007,"cone",0.1,1024
"ozone",0.96276593208313,3,0.971608877182007,"rect",0.1,1024
"ozone",0.96276593208313,3,0.971608936786652,"cone",0.1,512
"ozone",0.96276593208313,3,0.971608877182007,"rect",0.1,512
"ozone",0.96276593208313,3,0.971608877182007,"cone",0.1,256
"ozone",0.96276593208313,3,0.971608877182007,"rect",0.1,256
"ozone",0.96276593208313,3,0.968454360961914,"cone",1,1024
"ozone",0.96276593208313,3,0.971608996391296,"rect",1,256
"ozone",0.96276593208313,2,0.971608877182007,"rect",0.01,1024
"ozone",0.96276593208313,2,0.971608877182007,"cone",0.01,256
"ozone",0.96276593208313,2,0.971608877182007,"rect",0.01,256
"ozone",0.96276593208313,2,0.971608996391296,"cone",0.1,1024
"ozone",0.96276593208313,2,0.971608877182007,"rect",0.1,1024
"ozone",0.96276593208313,2,0.971608877182007,"cone",0.1,512
"ozone",0.96276593208313,2,0.971608996391296,"rect",0.1,512
"ozone",0.96276593208313,2,0.971608877182007,"cone",0.1,256
