"dataset","valAccuracy","learningrate","layerForm","nhidden","testAccuracy","nlayers"
"wine-quality-red",0.683478266000748,0.01,"rect",256,0.544999957084656,3
"wine-quality-red",0.666086935997009,0.01,"rect",256,0.587499976158142,2
"wine-quality-red",0.646956497430802,0.1,"cone",512,0.542499959468842,2
"wine-quality-red",0.646956479549408,0.01,"rect",1024,0.557500004768372,4
"wine-quality-red",0.642608672380447,0.01,"rect",512,0.572499990463257,3
"wine-quality-red",0.640869545936585,0.1,"cone",1024,0.550000011920929,8
"wine-quality-red",0.639999967813492,0.01,"cone",1024,0.587499976158142,2
"wine-quality-red",0.639130419492722,0.01,"cone",256,0.555000007152557,2
"wine-quality-red",0.637391275167465,0.1,"cone",1024,0.587499976158142,4
"wine-quality-red",0.634782576560974,0.01,"rect",1024,0.572499990463257,3
"wine-quality-red",0.630434757471085,1,"cone",256,0.557499945163727,2
"wine-quality-red",0.62695649266243,0.1,"cone",256,0.559999942779541,4
"wine-quality-red",0.624347800016403,0.01,"rect",1024,0.567499995231628,2
"wine-quality-red",0.623478245735169,0.1,"rect",256,0.564999997615814,2
"wine-quality-red",0.622608655691147,0.01,"cone",512,0.560000002384186,2
"wine-quality-red",0.621739095449448,0.1,"cone",256,0.537499964237213,2
"wine-quality-red",0.618260854482651,1,"cone",256,0.579999923706055,3
"wine-quality-red",0.616521728038788,1,"cone",512,0.529999971389771,4
"wine-quality-red",0.616521710157394,0.01,"cone",256,0.5625,4
"wine-quality-red",0.615652137994766,0.1,"cone",1024,0.567499935626984,3
"wine-quality-red",0.60869562625885,1,"cone",512,0.582499980926514,2
"wine-quality-red",0.601739102602005,0.01,"cone",1024,0.5625,4
"wine-quality-red",0.599999988079071,0.01,"rect",512,0.557499945163727,2
"wine-quality-red",0.598260861635208,1,"cone",256,0.574999988079071,4
"wine-quality-red",0.594782590866089,1,"cone",1024,0.539999961853027,2
"wine-quality-red",0.593043464422226,1,"cone",1024,0.597499966621399,4
"wine-quality-red",0.592173892259598,1,"cone",1024,0.550000011920929,3
"wine-quality-red",0.587826055288315,0.1,"cone",1024,0.507499933242798,2
"wine-quality-red",0.586956495046616,1,"cone",512,0.504999995231628,3
"wine-quality-red",0.585217368602753,0.01,"cone",512,0.544999957084656,3
"wine-quality-red",0.58434779047966,0.01,"cone",512,0.559999942779541,4
"wine-quality-red",0.579999977350235,0.01,"cone",1024,0.539999961853027,3
"wine-quality-red",0.575652140378952,0.01,"cone",256,0.534999966621399,3
"wine-quality-red",0.573913037776947,0.1,"cone",512,0.484999984502792,3
"wine-quality-red",0.572173893451691,0.1,"rect",1024,0.550000011920929,2
"wine-quality-red",0.571304339170456,0.1,"rect",1024,0.54749995470047,16
"wine-quality-red",0.566086918115616,0.1,"rect",512,0.469999969005585,2
"wine-quality-red",0.563478243350983,0.1,"rect",256,0.504999995231628,3
"wine-quality-red",0.562608683109283,0.1,"cone",512,0.529999971389771,4
"wine-quality-red",0.562608671188355,0.01,"rect",512,0.529999971389771,4
"wine-quality-red",0.562608659267426,0.1,"rect",1024,0.514999985694885,4
"wine-quality-red",0.559999984502792,0.1,"cone",256,0.48499995470047,8
"wine-quality-red",0.559130412340164,0.1,"rect",512,0.527499973773956,16
"wine-quality-red",0.554782593250275,0.01,"rect",256,0.519999980926514,4
"wine-quality-red",0.553913018107414,0.1,"rect",1024,0.492499947547913,3
"wine-quality-red",0.551304316520691,0.01,"rect",1024,0.529999971389771,8
"wine-quality-red",0.542608672380447,0.1,"rect",512,0.449999988079071,3
"wine-quality-red",0.537391290068626,0.1,"rect",512,0.452499985694885,4
"wine-quality-red",0.536521705985069,1,"cone",512,0.512499988079071,8
"wine-quality-red",0.528695636987686,1,"rect",1024,0.425000011920929,3
"wine-quality-red",0.528695631027222,0.1,"cone",512,0.472499966621399,8
"wine-quality-red",0.524347797036171,0.1,"cone",256,0.494999974966049,3
"wine-quality-red",0.522608682513237,1,"cone",256,0.517499983310699,8
"wine-quality-red",0.517391297221184,1,"rect",256,0.407499969005585,3
"wine-quality-red",0.512173888087273,1,"rect",512,0.430000007152557,2
"wine-quality-red",0.509565198421478,0.01,"rect",512,0.450000017881393,32
"wine-quality-red",0.502608677744866,0.1,"rect",1024,0.459999978542328,8
"wine-quality-red",0.501739111542702,0.1,"rect",256,0.397499978542328,4
"wine-quality-red",0.499130421876907,1,"rect",256,0.467499971389771,2
"wine-quality-red",0.494782587885857,0.01,"rect",512,0.42249995470047,8
"wine-quality-red",0.490434771776199,0.1,"rect",256,0.397499978542328,16
"wine-quality-red",0.471304333209992,1,"rect",256,0.502499997615814,4
"wine-quality-red",0.469565209746361,0.01,"cone",1024,0.432500004768372,8
"wine-quality-red",0.466086941957474,0.1,"rect",512,0.427500009536743,8
"wine-quality-red",0.464347806572914,1,"cone",1024,0.459999948740005,8
"wine-quality-red",0.459130430221558,0.01,"cone",1024,0.397499978542328,16
"wine-quality-red",0.458260866999626,0.1,"cone",512,0.397499978542328,16
"wine-quality-red",0.456521731615067,0.01,"rect",256,0.397499978542328,8
"wine-quality-red",0.454782590270042,0.01,"cone",1024,0.377499997615814,32
"wine-quality-red",0.453913044929504,0.1,"rect",256,0.397499978542328,8
"wine-quality-red",0.453043481707573,0.01,"cone",256,0.397499978542328,8
"wine-quality-red",0.452173918485642,0.1,"cone",512,0.397499978542328,32
"wine-quality-red",0.452173918485642,1,"rect",256,0.397499978542328,32
"wine-quality-red",0.452173918485642,0.01,"rect",1024,0.397499978542328,16
"wine-quality-red",0.452173918485642,0.01,"cone",256,0.397499978542328,16
"wine-quality-red",0.452173918485642,0.01,"rect",256,0.397499978542328,16
"wine-quality-red",0.452173918485642,0.1,"cone",1024,0.397499978542328,16
"wine-quality-red",0.452173918485642,0.1,"cone",256,0.397499978542328,16
"wine-quality-red",0.451304325461388,1,"rect",512,0.417500019073486,3
"wine-quality-red",0.425217372179031,0.01,"cone",512,0.424999982118607,8
"wine-quality-red",0.424347811937332,1,"rect",1024,0.449999988079071,2
"wine-quality-red",0.422608682513237,0.01,"rect",512,0.442499995231628,16
"wine-quality-red",0.421739131212235,1,"cone",1024,0.397499978542328,32
"wine-quality-red",0.415652173757553,1,"rect",1024,0.432500004768372,16
"wine-quality-red",0.397391301393509,1,"rect",256,0.432500004768372,16
"wine-quality-red",0.397391301393509,1,"rect",1024,0.432500004768372,8
"wine-quality-red",0.395652166008949,0.01,"rect",256,0.432500004768372,32
"wine-quality-red",0.391304343938828,0.01,"cone",512,0.432500004768372,32
"wine-quality-red",0.391304343938828,0.01,"cone",256,0.432500004768372,32
"wine-quality-red",0.391304343938828,0.01,"cone",512,0.432500004768372,16
"wine-quality-red",0.391304339468479,1,"rect",1024,0.432500004768372,4
"wine-quality-red",0.385217377543449,1,"rect",512,0.407500028610229,8
"wine-quality-red",0.379999995231628,1,"rect",512,0.382499992847443,4
"wine-quality-red",0.374782606214285,1,"rect",1024,0.432500004768372,32
"wine-quality-red",0.373043470084667,1,"rect",256,0.397499978542328,8
"wine-quality-red",0.352173911035061,1,"rect",512,0.432500004768372,16
"wine-quality-red",0.29478260576725,1,"rect",512,0.397499978542328,32
"wine-quality-red",0.29217391461134,0.1,"rect",1024,0.0324999988079071,32
"wine-quality-red",0.28086956627667,1,"cone",512,0.0324999988079071,32
"wine-quality-red",0.267826084792614,0.1,"rect",512,0.0324999988079071,32
"wine-quality-red",0.217391297221184,0.01,"rect",1024,0.212499991059303,32
"wine-quality-red",0.166086954250932,0.1,"rect",256,0.0324999988079071,32
"wine-quality-red",0.122608689963818,1,"cone",256,0.122499994933605,16
"wine-quality-red",0.0834782540798187,1,"cone",1024,0.00999999977648258,16
"wine-quality-red",0.0521739087998867,0.1,"cone",256,0.0324999988079071,32
"wine-quality-red",0.0391304343938828,0.1,"cone",1024,0.432500004768372,32
"wine-quality-red",0,1,"cone",256,0.00499999988824129,32
"wine-quality-red",0,1,"cone",512,0.00499999988824129,16
