"dataset","valAccuracy","layerForm","testAccuracy","nhidden","nlayers","learningrate"
"low-res-spect",0.884905689954758,"cone",0.857142925262451,256,2,0.01
"low-res-spect",0.87735852599144,"cone",0.827067673206329,1024,3,0.01
"low-res-spect",0.860377383232117,"cone",0.857142865657806,1024,3,0.1
"low-res-spect",0.856603825092316,"cone",0.872180461883545,1024,2,0.1
"low-res-spect",0.850943416357041,"rect",0.834586501121521,1024,8,0.1
"low-res-spect",0.850943410396576,"rect",0.834586441516876,512,3,0.01
"low-res-spect",0.847169810533523,"rect",0.864661693572998,256,8,0.1
"low-res-spect",0.84528306722641,"cone",0.887218117713928,512,2,0.1
"low-res-spect",0.843396234512329,"cone",0.827067673206329,512,3,0.1
"low-res-spect",0.830188691616058,"cone",0.812030076980591,1024,4,0.01
"low-res-spect",0.830188691616058,"rect",0.84962409734726,256,4,0.1
"low-res-spect",0.830188691616058,"rect",0.864661693572998,256,3,0.01
"low-res-spect",0.830188691616058,"rect",0.872180461883545,1024,3,0.1
"low-res-spect",0.830188691616058,"rect",0.842105269432068,512,3,0.1
"low-res-spect",0.826415109634399,"cone",0.857142925262451,256,2,0.1
"low-res-spect",0.820754736661911,"rect",0.834586441516876,256,4,0.01
"low-res-spect",0.813207572698593,"cone",0.796992480754852,256,3,0.1
"low-res-spect",0.803773617744446,"cone",0.819548904895782,1024,4,0.1
"low-res-spect",0.801886808872223,"cone",0.76691734790802,512,3,1
"low-res-spect",0.801886796951294,"rect",0.849624037742615,512,4,0.1
"low-res-spect",0.801886796951294,"rect",0.834586441516876,1024,4,0.1
"low-res-spect",0.800000011920929,"rect",0.842105269432068,1024,2,0.1
"low-res-spect",0.800000005960465,"cone",0.84962409734726,512,3,0.01
"low-res-spect",0.800000005960465,"cone",0.804511308670044,1024,2,1
"low-res-spect",0.799999994039535,"rect",0.827067673206329,512,8,0.1
"low-res-spect",0.798113203048706,"cone",0.774436116218567,256,3,0.01
"low-res-spect",0.792452818155289,"rect",0.842105269432068,256,2,0.01
"low-res-spect",0.792452812194824,"rect",0.834586501121521,1024,3,0.01
"low-res-spect",0.792452812194824,"cone",0.857142925262451,512,2,0.01
"low-res-spect",0.788679230213165,"rect",0.834586441516876,1024,4,0.01
"low-res-spect",0.786792457103729,"cone",0.751879692077637,256,4,0.01
"low-res-spect",0.781132090091705,"rect",0.819548904895782,256,16,0.1
"low-res-spect",0.775471746921539,"cone",0.857142865657806,1024,2,0.01
"low-res-spect",0.754716992378235,"rect",0.827067673206329,512,4,0.01
"low-res-spect",0.750943398475647,"cone",0.676691770553589,512,4,0.1
"low-res-spect",0.750943398475647,"rect",0.781954884529114,256,2,0.1
"low-res-spect",0.741509413719177,"rect",0.804511308670044,256,3,0.1
"low-res-spect",0.726415121555328,"rect",0.691729307174683,1024,8,0.01
"low-res-spect",0.722641515731811,"rect",0.654135346412659,512,8,0.01
"low-res-spect",0.716981112957001,"rect",0.751879692077637,512,2,0.01
"low-res-spect",0.715094369649887,"rect",0.714285731315613,512,4,1
"low-res-spect",0.711320781707764,"cone",0.691729307174683,256,4,0.1
"low-res-spect",0.707547158002853,"rect",0.751879692077637,1024,2,0.01
"low-res-spect",0.705660390853882,"rect",0.766917288303375,512,2,0.1
"low-res-spect",0.698113203048706,"rect",0.624060153961182,256,8,0.01
"low-res-spect",0.684905678033829,"rect",0.714285731315613,1024,4,1
"low-res-spect",0.681132084131241,"cone",0.654135346412659,256,8,0.1
"low-res-spect",0.660377383232117,"cone",0.563909769058228,1024,16,0.1
"low-res-spect",0.660377383232117,"cone",0.563909769058228,256,16,0.1
"low-res-spect",0.649056607484818,"cone",0.609022557735443,1024,8,0.1
"low-res-spect",0.647169804573059,"cone",0.578947365283966,512,8,0.1
"low-res-spect",0.641509473323822,"cone",0.556391000747681,256,8,0.01
"low-res-spect",0.639622664451599,"rect",0.556390941143036,1024,16,0.01
"low-res-spect",0.639622628688812,"rect",0.563909769058228,512,16,0.01
"low-res-spect",0.637735861539841,"rect",0.729323267936707,256,4,1
"low-res-spect",0.626415145397186,"cone",0.556391000747681,256,32,0.01
"low-res-spect",0.624528348445892,"cone",0.593984961509705,512,8,0.01
"low-res-spect",0.622641563415527,"cone",0.556391000747681,512,32,0.01
"low-res-spect",0.622641563415527,"cone",0.556391000747681,512,32,1
"low-res-spect",0.622641563415527,"cone",0.556391000747681,1024,16,0.01
"low-res-spect",0.622641563415527,"cone",0.556390941143036,512,16,0.01
"low-res-spect",0.622641563415527,"cone",0.556391000747681,256,16,0.01
"low-res-spect",0.622641563415527,"rect",0.556391000747681,256,16,0.01
"low-res-spect",0.622641563415527,"cone",0.556391000747681,512,16,0.1
"low-res-spect",0.622641563415527,"rect",0.556391000747681,512,16,1
"low-res-spect",0.622641563415527,"rect",0.556391000747681,256,16,1
"low-res-spect",0.622641563415527,"cone",0.556391000747681,1024,8,0.01
"low-res-spect",0.61886796951294,"cone",0.556391000747681,1024,32,0.01
"low-res-spect",0.611320775747299,"rect",0.593984961509705,1024,16,1
"low-res-spect",0.60943398475647,"cone",0.563909769058228,512,4,0.01
"low-res-spect",0.586792477965355,"cone",0.609022498130798,1024,3,1
"low-res-spect",0.586792463064194,"cone",0.556390941143036,256,4,1
"low-res-spect",0.560377407073975,"cone",0.556391000747681,256,32,1
"low-res-spect",0.560377407073975,"rect",0.556391000747681,256,32,1
"low-res-spect",0.539622640609741,"rect",0.601503729820251,256,8,1
"low-res-spect",0.530188688635826,"rect",0.601503729820251,512,8,1
"low-res-spect",0.50377359688282,"rect",0.61654132604599,1024,3,1
"low-res-spect",0.473584917187691,"rect",0.556390941143036,256,2,1
"low-res-spect",0.426415103673935,"cone",0.436090260744095,512,4,1
"low-res-spect",0.407547172904015,"rect",0.353383421897888,512,3,1
"low-res-spect",0.403773590922356,"cone",0.413533866405487,512,2,1
"low-res-spect",0.401886805891991,"rect",0.556390941143036,512,2,1
"low-res-spect",0.401886796951294,"cone",0.458646595478058,256,2,1
"low-res-spect",0.373584905266762,"cone",0.36090224981308,256,3,1
"low-res-spect",0.352830196917057,"rect",0.218045115470886,256,3,1
"low-res-spect",0.332075479626656,"rect",0.33834582567215,1024,2,1
"low-res-spect",0.300000022351742,"rect",0.187969923019409,512,32,1
"low-res-spect",0.252830210328102,"cone",0.0676691755652428,256,16,1
"low-res-spect",0.179245294630528,"rect",0.165413543581963,1024,32,1
"low-res-spect",0.177358493208885,"rect",0.210526317358017,1024,8,1
"low-res-spect",0.164150945842266,"cone",0.187969923019409,1024,4,1
"low-res-spect",0.143396228551865,"cone",0.165413528680801,256,8,1
"low-res-spect",0.139622643589973,"cone",0.150375932455063,1024,8,1
"low-res-spect",0.130188681185246,"cone",0.187969923019409,1024,32,0.1
"low-res-spect",0.120754718780518,"cone",0.165413528680801,1024,16,1
"low-res-spect",0.113207548856735,"cone",0.165413543581963,512,32,0.1
"low-res-spect",0.06415094435215,"cone",0.0676691755652428,512,8,1
"low-res-spect",0.0377358496189117,"rect",0.0676691681146622,256,32,0.01
"low-res-spect",0.0377358496189117,"cone",0.00751879718154669,256,32,0.1
"low-res-spect",0.0377358496189117,"cone",0.0676691755652428,1024,32,1
"low-res-spect",0.0377358496189117,"rect",0.0676691755652428,1024,16,0.1
"low-res-spect",0.0377358496189117,"rect",0.00751879718154669,512,16,0.1
"low-res-spect",0.032075472176075,"rect",0.00751879718154669,1024,32,0.01
"low-res-spect",0.032075472176075,"cone",0.0676691755652428,512,16,1
"low-res-spect",0.0245283022522926,"rect",0.00751879718154669,1024,32,0.1
"low-res-spect",0.022641509771347,"rect",0.0676691755652428,512,32,0.01
"low-res-spect",0.022641509771347,"rect",0.00751879718154669,256,32,0.1
"low-res-spect",0.0188679248094559,"rect",0,512,32,0.1
