"dataset","layerForm","testAccuracy","learningrate","nhidden","valAccuracy","nlayers"
"bank","cone",0.884955763816833,1,1024,0.919825094938278,2
"bank","cone",0.900000035762787,0.1,1024,0.917492741346359,2
"bank","cone",0.884070813655853,1,256,0.916326570510864,2
"bank","rect",0.892035365104675,0.1,1024,0.915160399675369,2
"bank","rect",0.895575225353241,0.01,256,0.915160369873047,2
"bank","cone",0.892920315265656,1,512,0.914868837594986,2
"bank","rect",0.899115025997162,0.1,256,0.914285731315613,2
"bank","cone",0.898230016231537,0.1,256,0.913994204998016,3
"bank","cone",0.891150414943695,0.01,1024,0.913702660799027,4
"bank","rect",0.885840713977814,0.1,1024,0.909621006250382,4
"bank","rect",0.885840713977814,0.1,512,0.909037929773331,4
"bank","cone",0.885840713977814,0.1,512,0.908163303136826,3
"bank","cone",0.89203542470932,0.1,512,0.908163297176361,2
"bank","rect",0.884070754051208,0.1,256,0.907871741056442,4
"bank","cone",0.8929203748703,0.1,1024,0.907288676500321,3
"bank","rect",0.874336242675781,0.01,512,0.906997150182724,3
"bank","cone",0.879646003246307,0.01,256,0.90670560002327,4
"bank","cone",0.899999976158142,0.1,256,0.906705588102341,2
"bank","cone",0.89115047454834,0.01,256,0.906414031982422,2
"bank","cone",0.879646003246307,0.01,512,0.90612251162529,2
"bank","cone",0.8929203748703,0.01,1024,0.905539381504059,2
"bank","cone",0.892920315265656,0.01,256,0.905247873067856,3
"bank","cone",0.896460175514221,0.1,1024,0.905247855186463,4
"bank","rect",0.895575225353241,0.01,512,0.904373216629028,2
"bank","rect",0.889380574226379,0.01,256,0.903790134191513,3
"bank","cone",0.883185803890228,0.01,512,0.903498584032059,4
"bank","rect",0.89026552438736,0.1,256,0.903207039833069,3
"bank","rect",0.893805265426636,0.01,1024,0.90087468624115,3
"bank","rect",0.884955763816833,0.01,256,0.900291568040848,8
"bank","rect",0.884955763816833,0.01,256,0.900000047683716,4
"bank","cone",0.878761112689972,0.01,1024,0.899708497524262,3
"bank","rect",0.883185744285583,0.1,1024,0.899416941404343,3
"bank","rect",0.884955704212189,0.01,1024,0.898542302846909,2
"bank","cone",0.895575165748596,0.01,512,0.897667694091797,3
"bank","rect",0.889380514621735,0.01,512,0.895626884698868,4
