"dataset","nlayers","layerForm","valAccuracy","testAccuracy","learningrate","nhidden"
"mushroom",8,"rect",0.999999940395355,0.999507665634155,0.01,1024
"mushroom",8,"rect",0.999999940395355,1.00000011920929,0.01,512
"mushroom",8,"rect",0.999999940395355,1.00000011920929,0.01,256
"mushroom",4,"rect",0.999999940395355,1.00000011920929,0.01,1024
"mushroom",4,"cone",0.999999940395355,1.00000011920929,0.01,512
"mushroom",4,"rect",0.999999940395355,1.00000011920929,0.01,512
"mushroom",4,"cone",0.999999940395355,1.00000011920929,0.01,256
"mushroom",4,"rect",0.999999940395355,1.00000011920929,0.01,256
"mushroom",4,"cone",0.999999940395355,1.00000011920929,0.1,1024
"mushroom",3,"cone",0.999999940395355,1.00000011920929,0.01,1024
"mushroom",3,"rect",0.999999940395355,1.00000011920929,0.01,1024
"mushroom",3,"cone",0.999999940395355,0.999015331268311,0.01,512
"mushroom",3,"rect",0.999999940395355,1.00000011920929,0.01,512
"mushroom",3,"rect",0.999999940395355,1.00000011920929,0.01,256
"mushroom",3,"cone",0.999999940395355,1.00000011920929,0.1,1024
"mushroom",3,"cone",0.999999940395355,0.999507665634155,0.1,512
"mushroom",3,"rect",0.999999940395355,1.00000011920929,0.1,512
"mushroom",3,"cone",0.999999940395355,1.00000011920929,0.1,256
"mushroom",3,"rect",0.999999940395355,1.00000011920929,0.1,256
"mushroom",2,"cone",0.999999940395355,1.00000011920929,0.01,1024
"mushroom",2,"rect",0.999999940395355,1.00000011920929,0.01,1024
"mushroom",2,"cone",0.999999940395355,1.00000011920929,0.01,512
"mushroom",2,"rect",0.999999940395355,1.00000011920929,0.01,512
"mushroom",2,"cone",0.999999940395355,1.00000011920929,0.01,256
"mushroom",2,"rect",0.999999940395355,1.00000011920929,0.01,256
"mushroom",2,"cone",0.999999940395355,1.00000011920929,0.1,1024
"mushroom",2,"rect",0.999999940395355,1.00000011920929,0.1,1024
"mushroom",2,"cone",0.999999940395355,1,0.1,512
"mushroom",2,"rect",0.999999940395355,1.00000011920929,0.1,512
"mushroom",2,"cone",0.999999940395355,1,0.1,256
"mushroom",2,"rect",0.999999940395355,1.00000011920929,0.1,256
"mushroom",3,"rect",0.996655464172363,0.996553480625153,0.1,1024
"mushroom",32,"cone",0.556856155395508,0.517971456050873,0.01,1024
"mushroom",32,"rect",0.556856155395508,0.517971456050873,0.01,1024
"mushroom",32,"cone",0.556856155395508,0.517971456050873,0.01,512
"mushroom",32,"rect",0.556856155395508,0.517971396446228,0.01,512
"mushroom",32,"cone",0.556856155395508,0.517971515655518,0.01,256
"mushroom",32,"rect",0.556856155395508,0.517971456050873,0.01,256
"mushroom",32,"cone",0.556856155395508,0.517971456050873,0.1,1024
"mushroom",32,"rect",0.556856155395508,0.517971515655518,0.1,1024
"mushroom",32,"cone",0.556856155395508,0.517971515655518,0.1,512
"mushroom",32,"rect",0.556856155395508,0.517971456050873,0.1,512
"mushroom",32,"cone",0.556856155395508,0.517971456050873,0.1,256
"mushroom",32,"rect",0.556856155395508,0.517971456050873,0.1,256
"mushroom",32,"rect",0.556856155395508,0.517971456050873,1,1024
"mushroom",32,"rect",0.556856155395508,0.517971456050873,1,512
"mushroom",32,"rect",0.556856155395508,0.517971515655518,1,256
"mushroom",16,"cone",0.556856155395508,0.517971456050873,0.01,1024
"mushroom",16,"rect",0.556856155395508,0.517971456050873,0.01,1024
"mushroom",16,"cone",0.556856155395508,0.517971456050873,0.01,512
"mushroom",16,"rect",0.556856155395508,0.517971456050873,0.01,512
"mushroom",16,"cone",0.556856155395508,0.517971456050873,0.01,256
"mushroom",16,"rect",0.556856155395508,0.517971456050873,0.01,256
"mushroom",16,"cone",0.556856155395508,0.517971456050873,0.1,1024
"mushroom",16,"rect",0.556856155395508,0.517971456050873,0.1,1024
"mushroom",16,"cone",0.556856155395508,0.517971456050873,0.1,512
"mushroom",16,"rect",0.556856155395508,0.517971456050873,0.1,512
"mushroom",16,"cone",0.556856155395508,0.517971456050873,0.1,256
"mushroom",16,"rect",0.556856155395508,0.517971456050873,0.1,256
"mushroom",16,"rect",0.556856155395508,0.517971515655518,1,1024
"mushroom",16,"cone",0.556856155395508,0.517971456050873,1,512
"mushroom",16,"rect",0.556856155395508,0.517971456050873,1,512
"mushroom",16,"rect",0.556856155395508,0.517971396446228,1,256
"mushroom",8,"cone",0.556856155395508,0.517971456050873,0.01,1024
"mushroom",8,"cone",0.556856155395508,0.517971456050873,0.01,512
"mushroom",8,"cone",0.556856155395508,0.517971456050873,0.01,256
"mushroom",8,"cone",0.556856155395508,0.517971456050873,0.1,1024
"mushroom",8,"rect",0.556856155395508,0.517971456050873,0.1,1024
"mushroom",8,"cone",0.556856155395508,0.517971456050873,0.1,512
"mushroom",8,"rect",0.556856155395508,0.517971456050873,0.1,512
"mushroom",8,"cone",0.556856155395508,0.517971456050873,0.1,256
"mushroom",8,"rect",0.556856155395508,0.517971456050873,0.1,256
"mushroom",8,"rect",0.556856155395508,0.517971456050873,1,1024
"mushroom",8,"rect",0.556856155395508,0.517971396446228,1,512
"mushroom",8,"cone",0.556856155395508,0.517971456050873,1,256
"mushroom",8,"rect",0.556856155395508,0.517971456050873,1,256
"mushroom",4,"cone",0.556856155395508,0.517971456050873,0.01,1024
"mushroom",4,"rect",0.556856155395508,0.517971396446228,0.1,1024
"mushroom",4,"cone",0.556856155395508,0.517971456050873,0.1,512
"mushroom",4,"rect",0.556856155395508,0.517971456050873,0.1,512
"mushroom",4,"cone",0.556856155395508,0.517971456050873,0.1,256
"mushroom",4,"rect",0.556856155395508,0.517971396446228,0.1,256
"mushroom",4,"cone",0.556856155395508,0.517971515655518,1,1024
"mushroom",4,"rect",0.556856155395508,0.517971456050873,1,1024
"mushroom",4,"rect",0.556856155395508,0.517971456050873,1,512
"mushroom",4,"cone",0.556856155395508,0.517971456050873,1,256
