"dataset","nhidden","testAccuracy","layerForm","learningrate","nlayers","valAccuracy"
"oocytes_trisopterus_states_5b",1024,0.925438642501831,"rect",0.01,2,0.94838707447052
"oocytes_trisopterus_states_5b",256,0.916666626930237,"cone",0.1,2,0.945161271095276
"oocytes_trisopterus_states_5b",1024,0.890350878238678,"cone",0.01,3,0.940322571992874
"oocytes_trisopterus_states_5b",256,0.912280678749084,"rect",0.01,4,0.94032256603241
"oocytes_trisopterus_states_5b",1024,0.916666746139526,"cone",0.01,2,0.940322548151016
"oocytes_trisopterus_states_5b",1024,0.899122774600983,"rect",0.01,4,0.940322542190552
"oocytes_trisopterus_states_5b",512,0.890350878238678,"cone",0.01,2,0.93870964050293
"oocytes_trisopterus_states_5b",512,0.921052694320679,"cone",0.01,4,0.937096756696701
"oocytes_trisopterus_states_5b",256,0.925438582897186,"rect",0.01,2,0.935483872890472
"oocytes_trisopterus_states_5b",1024,0.916666626930237,"rect",0.01,3,0.933870959281921
"oocytes_trisopterus_states_5b",512,0.890350818634033,"cone",0.01,3,0.933870959281921
"oocytes_trisopterus_states_5b",256,0.916666686534882,"cone",0.01,4,0.933870923519135
"oocytes_trisopterus_states_5b",1024,0.899122834205627,"cone",0.1,2,0.932258021831513
"oocytes_trisopterus_states_5b",256,0.929824590682983,"rect",0.01,3,0.930645120143891
"oocytes_trisopterus_states_5b",512,0.90350878238678,"rect",0.01,3,0.927419322729111
"oocytes_trisopterus_states_5b",256,0.885964930057526,"cone",0.01,2,0.924193531274796
"oocytes_trisopterus_states_5b",1024,0.929824590682983,"cone",0.01,4,0.924193525314331
"oocytes_trisopterus_states_5b",512,0.929824590682983,"rect",0.01,4,0.919354802370072
"oocytes_trisopterus_states_5b",512,0.899122834205627,"rect",0.01,2,0.916128993034363
"oocytes_trisopterus_states_5b",512,0.90350878238678,"rect",0.1,2,0.914516109228134
"oocytes_trisopterus_states_5b",256,0.912280678749084,"rect",0.1,2,0.908064490556717
"oocytes_trisopterus_states_5b",256,0.899122774600983,"cone",0.01,3,0.904838681221008
"oocytes_trisopterus_states_5b",1024,0.912280797958374,"cone",0.1,8,0.880645149946213
"oocytes_trisopterus_states_5b",512,0.881578922271729,"cone",0.1,3,0.880645149946213
"oocytes_trisopterus_states_5b",256,0.885964870452881,"cone",0.1,3,0.851612883806229
"oocytes_trisopterus_states_5b",512,0.881578922271729,"cone",0.1,2,0.850000005960465
"oocytes_trisopterus_states_5b",1024,0.85526317358017,"rect",0.1,2,0.846774160861969
"oocytes_trisopterus_states_5b",256,0.850877225399017,"cone",0.01,8,0.840322554111481
"oocytes_trisopterus_states_5b",256,0.811403572559357,"cone",0.1,4,0.822580635547638
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.01,32,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",0.01,32,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.01,32,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.01,32,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",0.1,32,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",0.1,32,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",0.1,32,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",0.1,32,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",0.1,32,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"rect",0.1,32,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"cone",1,32,0.548387050628662
"oocytes_trisopterus_states_5b",1024,0.578947365283966,"rect",1,32,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"cone",1,32,0.548387050628662
"oocytes_trisopterus_states_5b",512,0.578947365283966,"rect",1,32,0.548387050628662
"oocytes_trisopterus_states_5b",256,0.578947365283966,"cone",1,32,0.548387050628662
