"dataset","nhidden","testAccuracy","nlayers","valAccuracy","layerForm","learningrate"
"teaching",256,0.315789490938187,2,0.721428602933884,"cone",0.1
"teaching",512,0.447368413209915,4,0.707142877578735,"rect",0.01
"teaching",256,0.447368413209915,4,0.685714316368103,"rect",0.01
"teaching",512,0.447368443012238,2,0.664285749197006,"cone",0.01
"teaching",1024,0.5,2,0.657142901420593,"cone",0.01
"teaching",1024,0.5,4,0.657142865657806,"rect",0.01
"teaching",512,0.421052634716034,3,0.642857187986374,"cone",0.1
"teaching",512,0.473684221506119,2,0.635714322328568,"cone",0.1
"teaching",1024,0.421052634716034,3,0.635714316368103,"cone",0.01
"teaching",256,0.315789461135864,2,0.635714310407639,"rect",0.01
"teaching",512,0.5,2,0.621428596973419,"rect",0.01
"teaching",1024,0.315789461135864,3,0.62142858505249,"rect",0.01
"teaching",256,0.5,3,0.614285755157471,"rect",0.01
"teaching",256,0.447368443012238,2,0.614285749197006,"cone",1
"teaching",1024,0.447368413209915,2,0.600000023841858,"rect",0.01
"teaching",256,0.473684221506119,2,0.585714319348335,"rect",0.1
"teaching",1024,0.447368413209915,2,0.557142877578735,"cone",0.1
"teaching",256,0.342105269432068,2,0.528571456670761,"cone",0.01
"teaching",512,0.60526317358017,3,0.521428591012955,"rect",0.01
"teaching",1024,0.315789461135864,32,0.5,"cone",0.01
"teaching",1024,0.315789461135864,32,0.5,"rect",0.01
"teaching",512,0.315789461135864,32,0.5,"cone",0.01
"teaching",512,0.315789461135864,32,0.5,"rect",0.01
"teaching",256,0.315789461135864,32,0.5,"rect",0.01
"teaching",1024,0.315789461135864,32,0.5,"rect",0.1
"teaching",512,0.315789461135864,32,0.5,"cone",0.1
"teaching",512,0.315789461135864,32,0.5,"rect",0.1
"teaching",256,0.315789461135864,32,0.5,"rect",0.1
"teaching",512,0.315789461135864,32,0.5,"cone",1
"teaching",512,0.315789461135864,32,0.5,"rect",1
"teaching",256,0.315789461135864,32,0.5,"cone",1
"teaching",256,0.315789461135864,32,0.5,"rect",1
"teaching",1024,0.315789461135864,16,0.5,"cone",0.01
"teaching",1024,0.315789461135864,16,0.5,"rect",0.01
"teaching",512,0.315789461135864,16,0.5,"cone",0.01
"teaching",512,0.315789461135864,16,0.5,"rect",0.01
"teaching",256,0.315789461135864,16,0.5,"rect",0.01
"teaching",1024,0.315789461135864,16,0.5,"rect",0.1
"teaching",512,0.315789461135864,16,0.5,"cone",0.1
"teaching",512,0.315789461135864,16,0.5,"rect",0.1
"teaching",256,0.315789461135864,16,0.5,"rect",0.1
"teaching",512,0.315789461135864,16,0.5,"cone",1
"teaching",512,0.315789461135864,16,0.5,"rect",1
"teaching",256,0.315789461135864,16,0.5,"rect",1
"teaching",1024,0.315789461135864,8,0.5,"rect",0.01
"teaching",512,0.315789461135864,8,0.5,"rect",0.01
"teaching",256,0.315789461135864,8,0.5,"rect",0.01
"teaching",1024,0.315789461135864,8,0.5,"rect",0.1
"teaching",512,0.315789461135864,8,0.5,"cone",0.1
"teaching",512,0.315789461135864,8,0.5,"rect",0.1
"teaching",256,0.315789461135864,8,0.5,"rect",0.1
"teaching",1024,0.315789461135864,8,0.5,"cone",1
"teaching",1024,0.315789461135864,8,0.5,"rect",1
"teaching",512,0.315789461135864,8,0.5,"cone",1
"teaching",512,0.315789461135864,8,0.5,"rect",1
"teaching",256,0.315789461135864,8,0.5,"rect",1
"teaching",512,0.315789461135864,4,0.5,"cone",0.01
"teaching",512,0.315789461135864,4,0.5,"rect",0.1
"teaching",256,0.315789461135864,4,0.5,"rect",0.1
"teaching",1024,0.315789461135864,4,0.5,"rect",1
"teaching",512,0.315789461135864,4,0.5,"cone",1
"teaching",512,0.315789461135864,4,0.5,"rect",1
"teaching",256,0.315789461135864,4,0.5,"cone",1
"teaching",1024,0.315789461135864,3,0.5,"rect",0.1
"teaching",512,0.315789461135864,3,0.5,"rect",0.1
"teaching",1024,0.315789461135864,3,0.5,"cone",1
"teaching",1024,0.315789461135864,3,0.5,"rect",1
"teaching",512,0.315789461135864,3,0.5,"cone",1
"teaching",512,0.315789461135864,3,0.5,"rect",1
"teaching",256,0.315789461135864,3,0.5,"cone",1
"teaching",256,0.315789461135864,3,0.5,"rect",1
"teaching",1024,0.315789461135864,2,0.5,"cone",1
"teaching",1024,0.315789461135864,2,0.5,"rect",1
"teaching",512,0.315789461135864,2,0.5,"cone",1
"teaching",512,0.315789461135864,2,0.5,"rect",1
"teaching",1024,0.342105269432068,2,0.464285731315613,"rect",0.1
"teaching",512,0.342105239629745,2,0.464285716414452,"rect",0.1
"teaching",256,0.315789461135864,3,0.364285722374916,"rect",0.1
"teaching",512,0.342105269432068,3,0.350000020861626,"cone",0.01
"teaching",256,0.368421077728271,2,0.350000008940697,"rect",1
"teaching",256,0.368421077728271,32,0.328571438789368,"cone",0.01
"teaching",256,0.368421077728271,8,0.321428582072258,"cone",1
"teaching",1024,0.368421077728271,32,0.28571429848671,"rect",1
"teaching",256,0.368421077728271,16,0.28571429848671,"cone",0.01
"teaching",1024,0.368421077728271,16,0.28571429848671,"cone",0.1
"teaching",256,0.368421077728271,16,0.28571429848671,"cone",0.1
"teaching",1024,0.368421077728271,8,0.28571429848671,"cone",0.01
"teaching",512,0.368421077728271,8,0.28571429848671,"cone",0.01
"teaching",256,0.368421077728271,4,0.28571429848671,"cone",0.01
"teaching",1024,0.368421077728271,4,0.28571429848671,"cone",0.1
"teaching",256,0.368421077728271,4,0.28571429848671,"cone",0.1
"teaching",256,0.368421077728271,3,0.28571429848671,"cone",0.01
"teaching",1024,0.315789461135864,16,0.2785714417696,"rect",1
"teaching",1024,0.368421077728271,3,0.2785714417696,"cone",0.1
"teaching",1024,0.368421077728271,16,0.27142858505249,"cone",1
"teaching",256,0.315789461135864,4,0.26428572833538,"rect",1
"teaching",256,0.315789461135864,8,0.257142871618271,"cone",0.1
"teaching",1024,0.315789461135864,4,0.257142871618271,"cone",1
"teaching",256,0.263157904148102,3,0.257142870128155,"cone",0.1
"teaching",1024,0.315789461135864,32,0.250000014901161,"cone",1
"teaching",256,0.315789461135864,16,0.250000014901161,"cone",1
"teaching",512,0.315789461135864,4,0.242857158184051,"cone",0.1
"teaching",1024,0.315789461135864,4,0.235714301466942,"cone",0.01
"teaching",256,0.315789461135864,32,0.221428588032722,"cone",0.1
"teaching",1024,0.315789461135864,32,0.214285731315613,"cone",0.1
"teaching",256,0.315789461135864,8,0.214285731315613,"cone",0.01
"teaching",1024,0.315789461135864,8,0.214285731315613,"cone",0.1
"teaching",1024,0.315789461135864,4,0.214285731315613,"rect",0.1
