"dataset","learningrate","valAccuracy","layerForm","nlayers","testAccuracy","nhidden"
"dermatology",0.01,1,"rect",8,0.94505500793457,1024
"dermatology",0.01,1,"rect",4,0.934065937995911,1024
"dermatology",0.01,1,"rect",4,0.95604395866394,512
"dermatology",0.01,1,"cone",4,0.9670330286026,256
"dermatology",0.01,1,"rect",4,0.934065937995911,256
"dermatology",0.1,1,"rect",4,0.923076987266541,256
"dermatology",0.01,1,"cone",3,0.95604395866394,1024
"dermatology",0.01,1,"rect",3,0.9670330286026,1024
"dermatology",0.01,1,"cone",3,0.9670330286026,512
"dermatology",0.01,1,"rect",3,0.934065937995911,512
"dermatology",0.01,1,"cone",3,0.9670330286026,256
"dermatology",0.1,1,"cone",3,0.94505500793457,1024
"dermatology",0.1,1,"rect",3,0.95604395866394,256
"dermatology",0.01,1,"rect",2,0.94505500793457,1024
"dermatology",0.01,1,"cone",2,0.9670330286026,512
"dermatology",0.01,1,"rect",2,0.97802197933197,512
"dermatology",0.01,1,"cone",2,0.9670330286026,256
"dermatology",0.01,1,"rect",2,0.934065937995911,256
"dermatology",0.1,1,"cone",2,0.9670330286026,1024
"dermatology",0.1,1,"rect",2,0.94505500793457,1024
"dermatology",0.1,1,"cone",2,0.95604395866394,512
"dermatology",0.1,1,"cone",2,0.95604395866394,256
"dermatology",0.1,0.995652174949646,"cone",3,0.9670330286026,512
"dermatology",0.01,0.995652174949646,"cone",4,0.94505500793457,512
"dermatology",0.1,0.991304349899292,"rect",2,0.95604395866394,512
"dermatology",0.01,0.991304349899292,"rect",8,0.857142925262451,256
"dermatology",0.01,0.982608699798584,"rect",8,0.95604395866394,512
"dermatology",0.1,0.973913049697876,"rect",2,0.9670330286026,256
"dermatology",0.1,0.973913049697876,"cone",4,0.94505500793457,1024
"dermatology",0.1,0.960869574546814,"cone",3,0.912087917327881,256
"dermatology",0.01,0.95652174949646,"cone",4,0.9670330286026,1024
"dermatology",0.01,0.95652174949646,"cone",2,0.9670330286026,1024
"dermatology",0.01,0.91304349899292,"rect",3,0.95604395866394,256
"dermatology",0.1,0.908695673942566,"cone",4,0.835164904594421,512
"dermatology",0.1,0.834782648086548,"rect",3,0.703296780586243,512
"dermatology",0.1,0.817391347885132,"cone",4,0.725274801254272,256
"dermatology",0.01,0.604347801208496,"cone",8,0.571428656578064,512
"dermatology",0.01,0.304347842931747,"rect",32,0.307692348957062,1024
"dermatology",0.01,0.304347842931747,"cone",32,0.307692348957062,512
"dermatology",0.01,0.304347842931747,"rect",32,0.307692348957062,512
"dermatology",0.01,0.304347842931747,"cone",32,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"cone",32,0.307692348957062,1024
"dermatology",0.1,0.304347842931747,"rect",32,0.307692348957062,1024
"dermatology",0.1,0.304347842931747,"cone",32,0.307692348957062,512
"dermatology",0.1,0.304347842931747,"rect",32,0.307692348957062,512
"dermatology",0.1,0.304347842931747,"cone",32,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"rect",32,0.307692348957062,256
"dermatology",1,0.304347842931747,"cone",32,0.307692348957062,1024
"dermatology",1,0.304347842931747,"rect",32,0.307692348957062,1024
"dermatology",1,0.304347842931747,"cone",32,0.307692348957062,512
"dermatology",1,0.304347842931747,"rect",32,0.307692348957062,512
"dermatology",1,0.304347842931747,"cone",32,0.307692348957062,256
"dermatology",1,0.304347842931747,"rect",32,0.307692348957062,256
"dermatology",0.01,0.304347842931747,"cone",16,0.307692348957062,1024
"dermatology",0.01,0.304347842931747,"rect",16,0.307692348957062,1024
"dermatology",0.01,0.304347842931747,"cone",16,0.307692348957062,512
"dermatology",0.01,0.304347842931747,"rect",16,0.307692348957062,512
"dermatology",0.01,0.304347842931747,"rect",16,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"cone",16,0.307692348957062,1024
"dermatology",0.1,0.304347842931747,"rect",16,0.307692348957062,1024
"dermatology",0.1,0.304347842931747,"cone",16,0.307692348957062,512
"dermatology",0.1,0.304347842931747,"rect",16,0.307692348957062,512
"dermatology",0.1,0.304347842931747,"cone",16,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"rect",16,0.307692348957062,256
"dermatology",1,0.304347842931747,"cone",16,0.307692348957062,1024
"dermatology",1,0.304347842931747,"rect",16,0.307692348957062,1024
"dermatology",1,0.304347842931747,"cone",16,0.307692348957062,512
"dermatology",1,0.304347842931747,"rect",16,0.307692348957062,512
"dermatology",1,0.304347842931747,"cone",16,0.307692348957062,256
"dermatology",1,0.304347842931747,"rect",16,0.307692348957062,256
"dermatology",0.01,0.304347842931747,"cone",8,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"cone",8,0.307692348957062,1024
"dermatology",0.1,0.304347842931747,"rect",8,0.307692348957062,1024
"dermatology",0.1,0.304347842931747,"cone",8,0.307692348957062,512
"dermatology",0.1,0.304347842931747,"rect",8,0.307692348957062,512
"dermatology",0.1,0.304347842931747,"cone",8,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"rect",8,0.307692348957062,256
"dermatology",1,0.304347842931747,"cone",8,0.307692348957062,1024
"dermatology",1,0.304347842931747,"rect",8,0.307692348957062,1024
"dermatology",1,0.304347842931747,"cone",8,0.307692348957062,512
"dermatology",1,0.304347842931747,"rect",8,0.307692348957062,512
"dermatology",1,0.304347842931747,"cone",8,0.307692348957062,256
"dermatology",1,0.304347842931747,"rect",8,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"rect",4,0.307692348957062,1024
"dermatology",0.1,0.304347842931747,"rect",4,0.307692348957062,512
"dermatology",1,0.304347842931747,"cone",4,0.307692348957062,1024
"dermatology",1,0.304347842931747,"rect",4,0.307692348957062,1024
"dermatology",1,0.304347842931747,"cone",4,0.307692348957062,512
"dermatology",1,0.304347842931747,"rect",4,0.307692348957062,512
"dermatology",1,0.304347842931747,"cone",4,0.307692348957062,256
"dermatology",1,0.304347842931747,"rect",4,0.307692348957062,256
"dermatology",0.1,0.304347842931747,"rect",3,0.307692348957062,1024
"dermatology",1,0.304347842931747,"cone",3,0.307692348957062,1024
"dermatology",1,0.304347842931747,"rect",3,0.307692348957062,1024
"dermatology",1,0.304347842931747,"cone",3,0.307692348957062,512
"dermatology",1,0.304347842931747,"rect",3,0.307692348957062,512
"dermatology",1,0.304347842931747,"cone",3,0.307692348957062,256
"dermatology",1,0.304347842931747,"rect",3,0.307692348957062,256
"dermatology",1,0.304347842931747,"cone",2,0.307692348957062,1024
"dermatology",1,0.304347842931747,"rect",2,0.307692348957062,1024
"dermatology",1,0.304347842931747,"cone",2,0.307692348957062,512
"dermatology",1,0.304347842931747,"rect",2,0.307692348957062,512
"dermatology",1,0.304347842931747,"cone",2,0.307692348957062,256
"dermatology",1,0.304347842931747,"rect",2,0.307692348957062,256
"dermatology",0.01,0.217391312122345,"cone",32,0.19780221581459,1024
"dermatology",0.01,0.217391312122345,"cone",16,0.164835169911385,256
"dermatology",0.01,0.130434781312943,"rect",32,0.13186813890934,256
"dermatology",0.01,0.0869565233588219,"cone",8,0.0549450553953648,1024
