"dataset","learningrate","layerForm","nlayers","nhidden","valAccuracy","testAccuracy"
"breast-cancer-wisc",0.1,"rect",2,256,1,0.965714275836945
"breast-cancer-wisc",0.01,"rect",8,256,0.997999995946884,0.965714275836945
"breast-cancer-wisc",0.01,"cone",2,512,0.991999983787537,0.965714275836945
"breast-cancer-wisc",0.01,"rect",4,1024,0.989999979734421,0.977142870426178
"breast-cancer-wisc",0.01,"cone",2,256,0.987999975681305,0.982857167720795
"breast-cancer-wisc",0.01,"rect",8,1024,0.979999959468841,0.982857167720795
"breast-cancer-wisc",0.01,"cone",4,1024,0.979999959468841,0.965714275836945
"breast-cancer-wisc",0.01,"cone",4,512,0.979999959468841,0.960000038146973
"breast-cancer-wisc",0.01,"rect",4,512,0.979999959468841,0.982857167720795
"breast-cancer-wisc",0.01,"rect",4,256,0.979999959468841,0.965714275836945
"breast-cancer-wisc",0.1,"cone",4,256,0.979999959468841,0.977142870426178
"breast-cancer-wisc",0.01,"cone",3,1024,0.979999959468841,0.971428573131561
"breast-cancer-wisc",0.01,"rect",3,1024,0.979999959468841,0.971428573131561
"breast-cancer-wisc",0.01,"cone",3,512,0.979999959468841,0.977142870426178
"breast-cancer-wisc",0.01,"rect",3,512,0.979999959468841,0.982857167720795
"breast-cancer-wisc",0.01,"rect",3,256,0.979999959468841,0.971428573131561
"breast-cancer-wisc",0.01,"rect",2,1024,0.979999959468841,0.982857167720795
"breast-cancer-wisc",0.01,"rect",2,512,0.979999959468841,0.988571465015411
"breast-cancer-wisc",0.01,"rect",2,256,0.979999959468841,0.965714275836945
"breast-cancer-wisc",0.1,"rect",2,1024,0.979999959468841,0.977142870426178
"breast-cancer-wisc",0.1,"cone",2,512,0.979999959468841,0.971428573131561
"breast-cancer-wisc",0.1,"rect",2,512,0.979999959468841,0.971428573131561
"breast-cancer-wisc",0.1,"cone",2,256,0.979999959468841,0.977142870426178
"breast-cancer-wisc",0.1,"cone",2,1024,0.97799996137619,0.965714275836945
"breast-cancer-wisc",0.01,"cone",2,1024,0.976000010967255,0.971428573131561
"breast-cancer-wisc",0.1,"cone",3,512,0.971999967098236,0.977142870426178
"breast-cancer-wisc",0.01,"cone",8,256,0.959999978542328,0.965714275836945
"breast-cancer-wisc",0.1,"rect",4,512,0.671999990940094,0.657142877578735
"breast-cancer-wisc",1,"cone",4,256,0.649999988079071,0.657142877578735
"breast-cancer-wisc",0.01,"cone",32,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"rect",32,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"cone",32,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.01,"rect",32,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"cone",32,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.01,"rect",32,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",32,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",32,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",32,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",32,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"cone",32,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"rect",32,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"cone",32,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",32,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"cone",32,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",32,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",32,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",32,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.01,"cone",16,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"rect",16,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"cone",16,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"rect",16,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.01,"rect",16,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",16,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",16,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",16,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",16,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",16,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"rect",16,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",16,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",16,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"cone",16,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",16,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",16,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",16,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"cone",8,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"cone",8,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"rect",8,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"cone",8,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",8,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",8,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",8,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",8,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",8,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",8,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",8,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",8,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",8,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"cone",8,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",8,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"cone",4,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",4,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"cone",4,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"rect",4,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",4,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",4,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"cone",4,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",4,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",4,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"cone",3,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"cone",3,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"rect",3,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"rect",3,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",0.1,"cone",3,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.1,"rect",3,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",3,1024,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",3,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",3,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",3,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"cone",3,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",3,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",2,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"rect",2,1024,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",2,512,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",2,512,0.639999985694885,0.657142877578735
"breast-cancer-wisc",1,"cone",2,256,0.639999985694885,0.657142817974091
"breast-cancer-wisc",1,"rect",2,256,0.639999985694885,0.657142877578735
"breast-cancer-wisc",0.01,"cone",16,256,0.360000014305115,0.342857122421265
"breast-cancer-wisc",0.01,"cone",4,256,0.360000014305115,0.342857122421265
