"dataset","nhidden","testAccuracy","nlayers","layerForm","learningrate","valAccuracy"
"haberman-survival",1024,0.75,3,"rect",0.01,0.772413778305054
"haberman-survival",1024,0.697368443012238,3,"cone",0.1,0.765517228841782
"haberman-survival",256,0.736842095851898,2,"rect",1,0.762068936228752
"haberman-survival",512,0.710526287555695,4,"rect",0.01,0.758620673418045
"haberman-survival",256,0.75,3,"rect",0.01,0.758620673418045
"haberman-survival",256,0.763157904148102,2,"rect",0.01,0.755172401666641
"haberman-survival",1024,0.710526347160339,2,"rect",0.01,0.720689648389816
"haberman-survival",256,0.263157904148102,4,"cone",0.01,0.186206898093224
"haberman-survival",512,0.263157904148102,16,"cone",0.01,0.172413796186447
"haberman-survival",1024,0.263157904148102,8,"rect",0.01,0.172413796186447
