"dataset","nhidden","testAccuracy","nlayers","layerForm","learningrate","valAccuracy"
"haberman-survival",256,0.75,2,"rect",0.1,0.862068951129913
"haberman-survival",256,0.736842095851898,3,"rect",0.1,0.844827568531036
"haberman-survival",512,0.736842095851898,3,"rect",0.1,0.837931007146835
"haberman-survival",1024,0.736842095851898,32,"cone",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,32,"rect",0.01,0.82758617401123
"haberman-survival",512,0.736842095851898,32,"cone",0.01,0.82758617401123
"haberman-survival",512,0.736842095851898,32,"rect",0.01,0.82758617401123
"haberman-survival",256,0.736842095851898,32,"cone",0.01,0.82758617401123
"haberman-survival",256,0.736842095851898,32,"rect",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,32,"cone",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,32,"rect",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,32,"cone",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,32,"rect",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,32,"cone",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,32,"rect",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,32,"cone",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,32,"rect",1,0.82758617401123
"haberman-survival",512,0.736842095851898,32,"cone",1,0.82758617401123
"haberman-survival",512,0.736842095851898,32,"rect",1,0.82758617401123
"haberman-survival",256,0.736842095851898,32,"cone",1,0.82758617401123
"haberman-survival",256,0.736842095851898,32,"rect",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,16,"cone",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,16,"rect",0.01,0.82758617401123
"haberman-survival",512,0.736842095851898,16,"rect",0.01,0.82758617401123
"haberman-survival",256,0.736842095851898,16,"cone",0.01,0.82758617401123
"haberman-survival",256,0.736842095851898,16,"rect",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,16,"cone",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,16,"rect",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,16,"cone",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,16,"rect",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,16,"cone",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,16,"rect",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,16,"cone",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,16,"rect",1,0.82758617401123
"haberman-survival",512,0.736842095851898,16,"cone",1,0.82758617401123
"haberman-survival",512,0.736842095851898,16,"rect",1,0.82758617401123
"haberman-survival",256,0.736842095851898,16,"cone",1,0.82758617401123
"haberman-survival",256,0.736842095851898,16,"rect",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,8,"cone",0.01,0.82758617401123
"haberman-survival",512,0.736842095851898,8,"cone",0.01,0.82758617401123
"haberman-survival",512,0.736842095851898,8,"rect",0.01,0.82758617401123
"haberman-survival",256,0.736842095851898,8,"cone",0.01,0.82758617401123
"haberman-survival",256,0.736842095851898,8,"rect",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,8,"cone",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,8,"rect",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,8,"cone",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,8,"rect",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,8,"cone",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,8,"rect",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,8,"cone",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,8,"rect",1,0.82758617401123
"haberman-survival",512,0.736842095851898,8,"cone",1,0.82758617401123
"haberman-survival",512,0.736842095851898,8,"rect",1,0.82758617401123
"haberman-survival",256,0.736842095851898,8,"cone",1,0.82758617401123
"haberman-survival",256,0.736842095851898,8,"rect",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,4,"cone",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,4,"cone",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,4,"rect",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,4,"cone",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,4,"rect",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,4,"cone",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,4,"rect",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,4,"cone",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,4,"rect",1,0.82758617401123
"haberman-survival",512,0.736842095851898,4,"cone",1,0.82758617401123
"haberman-survival",512,0.736842095851898,4,"rect",1,0.82758617401123
"haberman-survival",256,0.736842095851898,4,"cone",1,0.82758617401123
"haberman-survival",256,0.736842095851898,4,"rect",1,0.82758617401123
"haberman-survival",512,0.723684191703796,3,"cone",0.01,0.82758617401123
"haberman-survival",256,0.736842095851898,3,"cone",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,3,"rect",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,3,"cone",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,3,"cone",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,3,"cone",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,3,"rect",1,0.82758617401123
"haberman-survival",512,0.736842095851898,3,"cone",1,0.82758617401123
"haberman-survival",512,0.736842095851898,3,"rect",1,0.82758617401123
"haberman-survival",256,0.736842095851898,3,"cone",1,0.82758617401123
"haberman-survival",256,0.736842095851898,3,"rect",1,0.82758617401123
"haberman-survival",1024,0.736842155456543,2,"cone",0.01,0.82758617401123
"haberman-survival",1024,0.736842095851898,2,"cone",0.1,0.82758617401123
"haberman-survival",1024,0.723684191703796,2,"rect",0.1,0.82758617401123
"haberman-survival",512,0.736842095851898,2,"cone",0.1,0.82758617401123
"haberman-survival",256,0.736842095851898,2,"cone",0.1,0.82758617401123
"haberman-survival",1024,0.736842095851898,2,"cone",1,0.82758617401123
"haberman-survival",1024,0.736842095851898,2,"rect",1,0.82758617401123
"haberman-survival",512,0.736842095851898,2,"cone",1,0.82758617401123
"haberman-survival",512,0.736842095851898,2,"rect",1,0.82758617401123
"haberman-survival",256,0.736842095851898,2,"cone",1,0.82758617401123
"haberman-survival",1024,0.710526347160339,4,"rect",0.01,0.820689630508423
"haberman-survival",512,0.736842095851898,3,"rect",0.01,0.820689624547958
"haberman-survival",256,0.723684191703796,4,"rect",0.01,0.817241358757019
"haberman-survival",512,0.736842095851898,2,"rect",0.1,0.817241358757019
"haberman-survival",1024,0.723684191703796,3,"cone",0.01,0.817241352796555
"haberman-survival",512,0.671052575111389,2,"rect",0.01,0.806896531581879
"haberman-survival",256,0.736842095851898,2,"cone",0.01,0.796551722288132
"haberman-survival",512,0.710526287555695,2,"cone",0.01,0.796551704406739
"haberman-survival",512,0.736842095851898,4,"cone",0.01,0.782758593559265
