"dataset","learningrate","nlayers","layerForm","nhidden","valAccuracy","testAccuracy"
"pittsburg-bridges-MATERIAL",0.1,32,"cone",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,32,"rect",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,32,"cone",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,32,"rect",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,32,"cone",1024,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,32,"cone",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,32,"rect",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,32,"cone",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,16,"cone",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,16,"cone",1024,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,16,"rect",1024,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,16,"cone",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,16,"rect",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,16,"cone",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,16,"rect",256,0.600000023841858,0.730769276618958
"pittsburg-bridges-MATERIAL",1,16,"cone",1024,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,16,"cone",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,16,"cone",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,8,"cone",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,8,"cone",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,8,"cone",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",1,4,"rect",256,0.580000022053719,0.769230842590332
"pittsburg-bridges-MATERIAL",1,2,"rect",1024,0.580000022053719,0.769230842590332
"pittsburg-bridges-MATERIAL",1,16,"rect",1024,0.560000020265579,0.769230842590332
"pittsburg-bridges-MATERIAL",1,2,"rect",512,0.54000001847744,0.15384615957737
"pittsburg-bridges-MATERIAL",1,32,"rect",1024,0.520000019669533,0.15384615957737
"pittsburg-bridges-MATERIAL",1,16,"rect",256,0.520000019669533,0.0769230797886848
"pittsburg-bridges-MATERIAL",1,32,"rect",256,0.480000019073486,0.769230842590332
"pittsburg-bridges-MATERIAL",1,8,"rect",1024,0.480000016093254,0.15384615957737
"pittsburg-bridges-MATERIAL",0.01,8,"cone",256,0.460000011324883,0.653846204280853
"pittsburg-bridges-MATERIAL",1,3,"rect",1024,0.460000006854534,0.15384615957737
"pittsburg-bridges-MATERIAL",1,4,"rect",512,0.440000009536743,0.15384615957737
"pittsburg-bridges-MATERIAL",1,4,"rect",1024,0.440000005066395,0.15384615957737
"pittsburg-bridges-MATERIAL",1,8,"rect",512,0.420000007748604,0.15384615957737
"pittsburg-bridges-MATERIAL",1,3,"rect",256,0.420000004768372,0.15384615957737
"pittsburg-bridges-MATERIAL",1,3,"rect",512,0.400000014901161,0.0769230797886848
"pittsburg-bridges-MATERIAL",1,16,"rect",512,0.400000008940697,0.15384615957737
"pittsburg-bridges-MATERIAL",1,8,"rect",256,0.400000005960465,0.15384615957737
"pittsburg-bridges-MATERIAL",0.01,16,"cone",1024,0.200000002980232,0.346153855323792
