"dataset","learningrate","nlayers","layerForm","nhidden","valAccuracy","testAccuracy"
"pittsburg-bridges-MATERIAL",0.1,8,"cone",1024,1,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,8,"cone",256,1,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,4,"cone",256,1,0.923076927661896
"pittsburg-bridges-MATERIAL",1,3,"cone",1024,0.860000008344651,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,16,"rect",256,0.840000009536743,0.96153849363327
"pittsburg-bridges-MATERIAL",0.1,3,"cone",512,0.840000009536743,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,8,"rect",512,0.840000009536743,0.807692408561707
"pittsburg-bridges-MATERIAL",1,8,"cone",1024,0.840000009536743,0.769230842590332
"pittsburg-bridges-MATERIAL",1,4,"cone",512,0.820000010728836,0.884615421295166
"pittsburg-bridges-MATERIAL",0.1,8,"cone",512,0.820000010728836,0.884615421295166
"pittsburg-bridges-MATERIAL",0.1,4,"cone",512,0.820000010728836,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,2,"cone",256,0.820000010728836,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,2,"rect",256,0.820000010728836,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,16,"rect",1024,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,16,"cone",512,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,16,"rect",512,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,8,"cone",1024,0.800000011920929,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,8,"rect",1024,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,8,"rect",512,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,8,"rect",256,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.1,8,"rect",256,0.800000011920929,0.884615421295166
"pittsburg-bridges-MATERIAL",0.01,4,"cone",1024,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,4,"rect",1024,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,4,"cone",512,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,4,"rect",512,0.800000011920929,0.923076987266541
"pittsburg-bridges-MATERIAL",0.01,4,"rect",256,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.1,4,"cone",1024,0.800000011920929,0.923076987266541
"pittsburg-bridges-MATERIAL",0.1,4,"rect",1024,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,4,"rect",512,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.1,4,"cone",256,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,4,"rect",256,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",1,4,"cone",1024,0.800000011920929,0.846153914928436
"pittsburg-bridges-MATERIAL",1,4,"cone",256,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,3,"cone",1024,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,3,"rect",1024,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,3,"cone",512,0.800000011920929,0.923076987266541
"pittsburg-bridges-MATERIAL",0.01,3,"rect",512,0.800000011920929,0.923076987266541
"pittsburg-bridges-MATERIAL",0.01,3,"cone",256,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,3,"rect",256,0.800000011920929,0.923076987266541
"pittsburg-bridges-MATERIAL",0.1,3,"cone",1024,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,3,"rect",1024,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.1,3,"rect",512,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,3,"cone",256,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,3,"rect",256,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",1,3,"cone",256,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,2,"cone",1024,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.01,2,"rect",1024,0.800000011920929,0.884615421295166
"pittsburg-bridges-MATERIAL",0.01,2,"cone",512,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.01,2,"rect",512,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,2,"cone",1024,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,2,"rect",1024,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",0.1,2,"cone",512,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,2,"rect",512,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,2,"cone",256,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",0.1,2,"rect",256,0.800000011920929,0.96153849363327
"pittsburg-bridges-MATERIAL",1,2,"cone",1024,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",1,2,"cone",512,0.800000011920929,0.884615421295166
"pittsburg-bridges-MATERIAL",1,2,"cone",256,0.800000011920929,0.884615421295166
"pittsburg-bridges-MATERIAL",1,2,"rect",256,0.800000011920929,0.923076927661896
"pittsburg-bridges-MATERIAL",1,3,"cone",512,0.780000013113022,0.846153914928436
"pittsburg-bridges-MATERIAL",0.1,8,"rect",1024,0.680000019073486,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,32,"rect",1024,0.660000020265579,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,32,"cone",1024,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,32,"cone",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,32,"rect",512,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,32,"cone",256,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.01,32,"rect",256,0.600000023841858,0.807692408561707
"pittsburg-bridges-MATERIAL",0.1,32,"cone",1024,0.600000023841858,0.769230842590332
"pittsburg-bridges-MATERIAL",0.1,32,"rect",1024,0.600000023841858,0.769230842590332
