"dataset","learningrate","valAccuracy","layerForm","testAccuracy","nlayers","nhidden"
"breast-cancer-wisc",0.01,0.960000038146973,"cone",0.971428573131561,2,512
"breast-cancer-wisc",1,0.94200005531311,"cone",0.977142870426178,4,256
"breast-cancer-wisc",1,0.94200005531311,"cone",0.971428573131561,3,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.988571465015411,16,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.977142870426178,16,512
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.971428573131561,16,256
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.977142870426178,8,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.982857167720795,8,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.965714335441589,8,512
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.971428573131561,8,1024
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.971428573131561,8,1024
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.977142870426178,8,512
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.971428573131561,8,512
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.977142870426178,8,256
"breast-cancer-wisc",1,0.940000057220459,"cone",0.965714275836945,8,1024
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,8,512
"breast-cancer-wisc",1,0.940000057220459,"cone",0.960000038146973,8,256
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.971428573131561,4,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.965714275836945,4,1024
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.971428573131561,4,512
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.977142870426178,4,512
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.960000038146973,4,256
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.982857167720795,4,256
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.971428573131561,4,1024
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.971428573131561,4,1024
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.971428573131561,4,512
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.971428573131561,4,512
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.977142870426178,4,256
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.977142870426178,4,256
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,4,1024
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,4,512
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.971428573131561,3,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.977142870426178,3,1024
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.971428573131561,3,512
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.977142870426178,3,512
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.971428573131561,3,256
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.977142870426178,3,1024
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.982857167720795,3,1024
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.971428573131561,3,512
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.977142870426178,3,512
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.971428573131561,3,256
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.977142870426178,3,256
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,3,512
"breast-cancer-wisc",1,0.940000057220459,"rect",0.971428573131561,3,512
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,3,256
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.971428573131561,2,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.977142870426178,2,1024
"breast-cancer-wisc",0.01,0.940000057220459,"rect",0.977142870426178,2,512
"breast-cancer-wisc",0.01,0.940000057220459,"cone",0.977142870426178,2,256
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.982857167720795,2,1024
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.977142870426178,2,1024
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.971428573131561,2,512
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.977142870426178,2,512
"breast-cancer-wisc",0.1,0.940000057220459,"cone",0.977142870426178,2,256
"breast-cancer-wisc",0.1,0.940000057220459,"rect",0.977142870426178,2,256
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,2,1024
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,2,512
"breast-cancer-wisc",1,0.940000057220459,"cone",0.971428573131561,2,256
"breast-cancer-wisc",0.1,0.938000047206879,"rect",0.982857167720795,8,256
"breast-cancer-wisc",1,0.938000047206879,"rect",0.971428573131561,2,512
"breast-cancer-wisc",1,0.938000047206879,"rect",0.971428573131561,2,256
"breast-cancer-wisc",0.01,0.936000037193298,"cone",0.942857146263123,8,512
"breast-cancer-wisc",0.01,0.927999997138977,"rect",0.977142870426178,3,256
"breast-cancer-wisc",1,0.925999975204468,"rect",0.971428573131561,2,1024
"breast-cancer-wisc",0.01,0.919999957084656,"rect",0.977142870426178,8,256
"breast-cancer-wisc",0.01,0.919999957084656,"rect",0.971428573131561,2,256
"breast-cancer-wisc",0.01,0.917999958992005,"rect",0.977142870426178,16,256
"breast-cancer-wisc",0.01,0.91199996471405,"cone",0.948571383953094,8,256
"breast-cancer-wisc",1,0.839999982714653,"rect",0.965714275836945,3,1024
"breast-cancer-wisc",0.1,0.699999988079071,"cone",0.685714304447174,16,256
"breast-cancer-wisc",1,0.683999988436699,"rect",0.634285688400269,3,256
"breast-cancer-wisc",0.01,0.659999966621399,"cone",0.657142877578735,32,1024
"breast-cancer-wisc",0.01,0.659999966621399,"cone",0.657142877578735,32,512
"breast-cancer-wisc",0.01,0.659999966621399,"cone",0.657142877578735,32,256
"breast-cancer-wisc",0.1,0.659999966621399,"cone",0.657142817974091,32,1024
"breast-cancer-wisc",0.1,0.659999966621399,"cone",0.657142817974091,32,512
"breast-cancer-wisc",0.1,0.659999966621399,"rect",0.657142877578735,32,512
"breast-cancer-wisc",0.1,0.659999966621399,"cone",0.657142817974091,32,256
"breast-cancer-wisc",0.1,0.659999966621399,"rect",0.657142877578735,32,256
"breast-cancer-wisc",1,0.659999966621399,"cone",0.657142877578735,32,1024
"breast-cancer-wisc",1,0.659999966621399,"cone",0.657142817974091,32,512
"breast-cancer-wisc",1,0.659999966621399,"cone",0.657142877578735,32,256
"breast-cancer-wisc",1,0.659999966621399,"rect",0.657142877578735,32,256
"breast-cancer-wisc",0.01,0.659999966621399,"cone",0.657142877578735,16,1024
"breast-cancer-wisc",0.01,0.659999966621399,"cone",0.657142877578735,16,512
"breast-cancer-wisc",0.01,0.659999966621399,"cone",0.657142877578735,16,256
"breast-cancer-wisc",0.1,0.659999966621399,"cone",0.657142877578735,16,1024
"breast-cancer-wisc",0.1,0.659999966621399,"rect",0.657142877578735,16,1024
"breast-cancer-wisc",0.1,0.659999966621399,"cone",0.657142817974091,16,512
"breast-cancer-wisc",0.1,0.659999966621399,"rect",0.657142817974091,16,512
"breast-cancer-wisc",1,0.659999966621399,"cone",0.657142817974091,16,1024
"breast-cancer-wisc",1,0.659999966621399,"rect",0.657142877578735,16,1024
"breast-cancer-wisc",1,0.659999966621399,"cone",0.657142817974091,16,512
"breast-cancer-wisc",1,0.659999966621399,"cone",0.657142817974091,16,256
"breast-cancer-wisc",1,0.659999966621399,"rect",0.657142817974091,8,512
"breast-cancer-wisc",0.1,0.627999970316887,"rect",0.657142877578735,32,1024
"breast-cancer-wisc",1,0.627999970316887,"rect",0.657142817974091,8,1024
"breast-cancer-wisc",0.01,0.627999970316887,"rect",0.342857152223587,32,512
"breast-cancer-wisc",1,0.627999970316887,"rect",0.657142817974091,32,1024
"breast-cancer-wisc",1,0.627999970316887,"rect",0.657142817974091,32,512
"breast-cancer-wisc",1,0.627999970316887,"rect",0.657142817974091,4,1024
"breast-cancer-wisc",1,0.627999970316887,"rect",0.657142817974091,4,512
"breast-cancer-wisc",1,0.627999970316887,"rect",0.657142877578735,4,256
"breast-cancer-wisc",0.01,0.595999974012375,"rect",0.657142877578735,32,256
"breast-cancer-wisc",1,0.595999974012375,"rect",0.657142877578735,16,256
"breast-cancer-wisc",1,0.595999974012375,"rect",0.657142877578735,8,256
"breast-cancer-wisc",0.01,0.563999977707863,"rect",0.657142877578735,32,1024
"breast-cancer-wisc",1,0.467999988794327,"rect",0.657142877578735,16,512
