"dataset","nlayers","valAccuracy","nhidden","testAccuracy","learningrate","layerForm"
"spambase",2,0.946567165851593,1024,0.951304376125336,0.01,"rect"
"spambase",3,0.94358206987381,256,0.946086943149567,0.1,"rect"
"spambase",2,0.941492545604706,512,0.949565291404724,0.01,"cone"
"spambase",3,0.93999999165535,1024,0.946087002754211,0.1,"cone"
"spambase",3,0.939701455831528,512,0.945217430591583,0.1,"cone"
"spambase",3,0.93910448551178,1024,0.93478262424469,0.01,"cone"
"spambase",2,0.938805997371674,1024,0.950434803962708,1,"cone"
"spambase",2,0.93880597949028,512,0.941739201545715,1,"cone"
"spambase",4,0.938208961486816,256,0.946087002754211,0.1,"rect"
"spambase",8,0.937910437583923,512,0.949565291404724,0.1,"cone"
"spambase",4,0.937611937522888,256,0.938260912895203,1,"cone"
"spambase",4,0.937313407659531,256,0.940869569778442,0.1,"cone"
"spambase",2,0.93701491355896,256,0.933913111686707,1,"cone"
"spambase",2,0.936417877674103,1024,0.94695657491684,0.01,"cone"
"spambase",16,0.935820895433426,256,0.943478345870972,0.1,"rect"
"spambase",2,0.935820865631104,512,0.948695659637451,0.1,"cone"
"spambase",4,0.935522389411926,512,0.944347858428955,1,"cone"
"spambase",4,0.935223853588104,1024,0.939999997615814,0.1,"cone"
"spambase",2,0.934925359487534,256,0.952173948287964,0.1,"rect"
"spambase",3,0.934626841545105,1024,0.947826147079468,1,"cone"
"spambase",16,0.934626823663712,1024,0.929565250873566,0.01,"rect"
"spambase",4,0.934626823663712,512,0.927826166152954,0.1,"cone"
"spambase",3,0.934328329563141,1024,0.953043580055237,0.01,"rect"
"spambase",3,0.933432823419571,1024,0.95391309261322,0.1,"rect"
"spambase",2,0.933432811498642,256,0.950434803962708,0.1,"cone"
"spambase",8,0.933134311437607,256,0.940000057220459,0.1,"rect"
"spambase",4,0.932835787534714,512,0.93478262424469,0.01,"rect"
"spambase",2,0.932537281513214,256,0.938260972499847,0.01,"cone"
"spambase",2,0.932238811254501,1024,0.92956531047821,0.1,"cone"
"spambase",4,0.932238799333572,1024,0.948695659637451,0.1,"rect"
"spambase",8,0.931940281391144,512,0.912173986434937,0.01,"rect"
"spambase",3,0.93134326338768,256,0.942608714103699,0.1,"cone"
"spambase",2,0.931044775247574,512,0.950434803962708,0.01,"rect"
"spambase",8,0.931044751405716,256,0.947826027870178,1,"cone"
"spambase",2,0.930447739362717,512,0.944347858428955,0.1,"rect"
"spambase",3,0.930149245262146,512,0.937391400337219,1,"cone"
"spambase",4,0.929850727319718,1024,0.936521768569946,0.01,"rect"
"spambase",3,0.929253715276718,512,0.945217370986938,0.01,"rect"
"spambase",2,0.928656697273255,1024,0.938260912895203,0.1,"rect"
"spambase",3,0.928358209133148,512,0.940000057220459,0.01,"cone"
"spambase",3,0.928358197212219,256,0.945217430591583,1,"cone"
"spambase",3,0.928358197212219,256,0.935652196407318,0.01,"rect"
"spambase",8,0.92776118516922,512,0.92956531047821,0.1,"rect"
"spambase",4,0.92776118516922,512,0.941739201545715,0.1,"rect"
"spambase",4,0.927462661266327,1024,0.943478286266327,1,"cone"
"spambase",4,0.926865649223328,256,0.926087021827698,0.01,"cone"
"spambase",2,0.925074625015259,256,0.95391309261322,0.01,"rect"
"spambase",4,0.924776113033295,256,0.940000057220459,0.01,"rect"
"spambase",8,0.924776113033295,1024,0.948695659637451,0.1,"cone"
"spambase",3,0.92388060092926,512,0.933913111686707,0.1,"rect"
"spambase",16,0.923582094907761,512,0.926086962223053,0.01,"rect"
"spambase",8,0.922686529159546,1024,0.926956593990326,1,"cone"
"spambase",16,0.922388023138046,256,0.914782643318176,0.01,"rect"
"spambase",4,0.921492511034012,1024,0.931304335594177,0.01,"cone"
"spambase",4,0.921194052696228,512,0.928695678710938,0.01,"cone"
"spambase",8,0.92119402885437,256,0.920869708061218,0.01,"cone"
"spambase",8,0.921194022893906,1024,0.938260912895203,0.01,"rect"
"spambase",3,0.920596998929978,256,0.936521768569946,0.01,"cone"
"spambase",16,0.919999974966049,1024,0.93217396736145,0.1,"rect"
"spambase",32,0.916119396686554,512,0.890434801578522,0.01,"rect"
"spambase",32,0.916119384765625,1024,0.912173986434937,0.01,"rect"
"spambase",32,0.914328366518021,256,0.917391419410706,0.01,"rect"
"spambase",8,0.914029836654663,1024,0.931304335594177,0.1,"rect"
"spambase",8,0.913731318712235,512,0.913913071155548,1,"cone"
"spambase",8,0.913134294748306,512,0.911304414272308,0.01,"cone"
"spambase",8,0.911343282461167,256,0.900000035762787,0.01,"rect"
"spambase",8,0.89492534995079,1024,0.886956572532654,0.01,"cone"
"spambase",8,0.892835813760757,256,0.906956553459167,0.1,"cone"
"spambase",16,0.615820920467377,512,0.60608696937561,0.1,"rect"
"spambase",32,0.608955264091492,1024,0.60608696937561,0.01,"cone"
"spambase",32,0.608955264091492,512,0.60608696937561,0.01,"cone"
"spambase",32,0.608955264091492,256,0.60608696937561,0.01,"cone"
"spambase",32,0.608955264091492,1024,0.60608696937561,0.1,"cone"
"spambase",32,0.608955264091492,1024,0.60608696937561,0.1,"rect"
"spambase",32,0.608955264091492,512,0.60608696937561,0.1,"cone"
"spambase",32,0.608955264091492,512,0.60608696937561,0.1,"rect"
"spambase",32,0.608955264091492,256,0.60608696937561,0.1,"cone"
"spambase",32,0.608955264091492,256,0.60608696937561,0.1,"rect"
"spambase",32,0.608955264091492,1024,0.60608696937561,1,"cone"
"spambase",32,0.608955264091492,1024,0.60608696937561,1,"rect"
"spambase",32,0.608955264091492,512,0.60608696937561,1,"cone"
"spambase",32,0.608955264091492,512,0.60608696937561,1,"rect"
"spambase",32,0.608955264091492,256,0.60608696937561,1,"cone"
