"dataset","layerForm","learningrate","nlayers","testAccuracy","valAccuracy","nhidden"
"low-res-spect","cone",1,2,0.894736886024475,0.927027070522308,512
"low-res-spect","cone",0.1,3,0.902255654335022,0.927027070522308,256
"low-res-spect","cone",0.1,16,0.857142925262451,0.924324369430542,1024
"low-res-spect","cone",0.01,3,0.857142865657806,0.921621668338775,256
"low-res-spect","rect",0.01,2,0.849624037742615,0.918918967247009,256
"low-res-spect","cone",0.1,2,0.909774482250214,0.916216266155243,1024
"low-res-spect","cone",0.01,2,0.864661633968353,0.916216266155243,512
"low-res-spect","rect",0.01,2,0.894736886024475,0.913513565063476,1024
"low-res-spect","cone",0.01,2,0.894736886024475,0.91081086397171,1024
"low-res-spect","cone",1,3,0.864661693572998,0.91081086397171,256
"low-res-spect","rect",0.1,2,0.887218058109283,0.905405461788178,1024
"low-res-spect","cone",0.1,2,0.887218117713928,0.902702760696411,512
"low-res-spect","rect",0.1,3,0.864661693572998,0.900000059604645,1024
"low-res-spect","cone",1,4,0.872180461883545,0.900000059604645,256
"low-res-spect","rect",0.01,3,0.894736886024475,0.897297358512879,512
"low-res-spect","rect",0.1,2,0.902255654335022,0.897297358512879,256
"low-res-spect","rect",0.1,4,0.894736886024475,0.897297358512879,512
"low-res-spect","cone",1,2,0.902255654335022,0.897297358512879,256
"low-res-spect","cone",1,3,0.864661693572998,0.89729734659195,1024
"low-res-spect","rect",1,2,0.909774422645569,0.894594657421112,256
"low-res-spect","rect",0.1,8,0.864661693572998,0.894594657421112,1024
"low-res-spect","cone",0.1,8,0.887217998504639,0.894594657421112,256
"low-res-spect","cone",1,4,0.879699230194092,0.894594657421112,1024
"low-res-spect","cone",1,3,0.864661693572998,0.894594657421112,512
"low-res-spect","cone",0.1,2,0.902255654335022,0.894594657421112,256
"low-res-spect","rect",0.01,8,0.887218058109283,0.891891956329346,1024
"low-res-spect","rect",0.01,4,0.857142865657806,0.891891956329346,256
"low-res-spect","rect",0.1,4,0.879699230194092,0.891891956329346,1024
"low-res-spect","rect",0.01,3,0.879699230194092,0.891891956329346,1024
"low-res-spect","rect",0.01,2,0.872180461883545,0.891891956329346,512
"low-res-spect","cone",0.01,4,0.894736886024475,0.88918925523758,1024
"low-res-spect","cone",0.1,3,0.887218058109283,0.88918925523758,512
"low-res-spect","rect",0.1,3,0.887218058109283,0.886486554145813,512
"low-res-spect","rect",0.1,4,0.879699230194092,0.883783853054047,256
"low-res-spect","cone",0.1,4,0.872180461883545,0.883783853054047,512
"low-res-spect","rect",0.01,3,0.857142865657806,0.883783853054047,256
"low-res-spect","rect",0.1,2,0.879699230194092,0.883783853054047,512
"low-res-spect","rect",0.1,16,0.879699230194092,0.883783853054047,256
